frame,timestamp_sec,qpos_0,qpos_1,qpos_2,qpos_3,qpos_4,qpos_5,qpos_6,qpos_7,qpos_8,qpos_9,qpos_10,qpos_11,qpos_12,qpos_13,qpos_14,qpos_15,qpos_16,qpos_17,qpos_18,qpos_19,qpos_20,qpos_21,qpos_22,qpos_23,qpos_24,qpos_25,qpos_26,qpos_27,qpos_28,qpos_29,qpos_30,qpos_31,qpos_32,qpos_33,qpos_34,qpos_35,qpos_36,qpos_37,qpos_38,qpos_39,qpos_40,qpos_41,qpos_42,qpos_43,qpos_44,qpos_45,qpos_46,qpos_47,qpos_48,qpos_49,qpos_50,qpos_51,qpos_52,qpos_53,qpos_54,qpos_55,qpos_56,qpos_57,qpos_58,qpos_59,qpos_60,qpos_61,qpos_62,qpos_63,qpos_64,qpos_65,qpos_66,qpos_67,qpos_68,qpos_69,qpos_70,qpos_71,qpos_72,qpos_73,qpos_74,qpos_75,qpos_76,qpos_77,qpos_78,qpos_79,qpos_80
20,1.667,-0.019910207,0.0,0.8264508,0.95275396,0.10587247,0.13432969,0.25101078,0.970955,7.3568174e-09,8.8732577e-10,0.23926215,1.0,0.0,-1.540744e-33,-6.938894e-18,1.0,0.0,-1.540744e-33,-6.938894e-18,0.9721972,-0.077071674,-0.13433133,-0.17563508,0.504274,0.30757168,0.5843375,-0.5564684,0.91327304,0.3176342,-0.15240727,-0.20448214,-0.95259666,-0.0513711,0.12045943,0.27460912,0.31760907,0.7487465,0.761404,0.7434862,0.8167055,0.4126824,-0.48947155,-0.7656226,0.06271198,0.9777454,-0.046963234,-0.20341364,0.02076608,0.74674284,0.57857823,0.15274929,0.29032734,0.5466153,0.4256872,0.46806082,0.47008303,0.3418154,0.7348458,-0.61778665,-0.05321346,-0.2747902,0.7869974,0.59861803,0.14478159,0.036467,0.92498595,0.37082723,-0.0709819,0.043007992,0.67962325,-0.6592486,-0.20320807,-0.24941935,0.78889316,0.5736734,0.21885057,-0.02551201,0.9032248,0.41869816,0.028860431,0.08968752
21,1.75,-0.01853446,0.0,0.8260678,0.9479701,0.11160591,0.14369988,0.26124164,0.9686305,-7.710468e-10,1.9451459e-08,0.24850538,1.0,0.0,-1.3877788e-17,-1.3877788e-17,1.0,0.0,-1.3877788e-17,-1.3877788e-17,0.9667382,-0.07699312,-0.13589358,-0.20253931,0.5140059,0.32116783,0.59064716,-0.5327149,0.90954596,0.32667723,-0.14298455,-0.2134561,-0.9436334,-0.08015023,0.15036517,0.28376463,0.3065278,0.76453096,0.7681439,0.75971496,0.8302031,0.40140036,-0.509905,-0.7583705,0.061227795,0.9789439,-0.051114466,-0.19689895,0.016939519,0.7454785,0.57387245,0.16663508,0.29523712,0.5541299,0.43287066,0.47334424,0.47115436,0.35318917,0.7360602,-0.6094798,-0.06200329,-0.28793296,0.78817844,0.59597623,0.14944275,0.03541129,0.9285571,0.36064243,-0.07236518,0.049819577,0.67176545,-0.6608217,-0.21013191,-0.26055795,0.78278774,0.5779067,0.22950345,-0.024398977,0.90375364,0.41601458,0.023671435,0.09798419
22,1.833,-0.019230505,0.0,0.8258355,0.9422486,0.124105625,0.15297185,0.27085972,0.9677403,8.899181e-09,3.0236462e-09,0.25194988,1.0,0.0,-1.3877788e-17,-1.0408341e-17,1.0,0.0,-1.3877788e-17,-1.0408341e-17,0.9647355,-0.085193306,-0.13243973,-0.21091993,0.52212197,0.32394466,0.59063816,-0.5230632,0.9069328,0.32967117,-0.1500178,-0.2151385,-0.93439347,-0.100262105,0.15906662,0.30257913,0.30385062,0.7757001,0.770999,0.7753697,0.8460499,0.39126235,-0.5275627,-0.75108266,0.06682962,0.9773368,-0.0754052,-0.1977717,0.003625059,0.7220741,0.5937012,0.17823091,0.30718336,0.5718362,0.45637372,0.4779342,0.47280982,0.37884998,0.7333011,-0.60599124,-0.0726688,-0.29960534,0.79935396,0.5795669,0.1546375,0.034966964,0.9271232,0.36106107,-0.07203301,0.06991978,0.65995365,-0.6659613,-0.22074474,-0.26875344,0.7813215,0.5739475,0.24428718,-0.021088347,0.90493685,0.4123183,0.01658153,0.10396158
23,1.917,-0.019921249,0.0,0.8258999,0.9383584,0.13059898,0.15984252,0.27726835,0.9676755,-1.0029115e-09,1.625263e-08,0.25219852,1.0,0.0,-1.3877788e-17,6.938894e-18,1.0,0.0,-1.3877788e-17,6.938894e-18,0.96469283,-0.08815413,-0.13221653,-0.21003672,0.5277629,0.32663935,0.592566,-0.5134575,0.90514994,0.3324297,-0.15383588,-0.21570493,-0.92711085,-0.10308042,0.16219336,0.32176572,0.30238494,0.78773284,0.77248627,0.7853986,0.8484886,0.38377953,-0.5368518,-0.748427,0.06603382,0.9755999,-0.08357894,-0.20302415,-0.00077576825,0.7086307,0.6027328,0.18456258,0.31700537,0.56331944,0.48716396,0.49342498,0.47893003,0.41288224,0.7339181,-0.5999331,-0.0829736,-0.30750597,0.80105394,0.57461303,0.16386177,0.03580198,0.9269466,0.3561446,-0.0750876,0.09106517,0.65320826,-0.6672371,-0.22941443,-0.27474102,0.7782472,0.5731717,0.25579596,-0.019337004,0.9073142,0.40615007,0.011151875,0.10816068
24,2.0,-0.02080591,0.0,0.8259982,0.9357988,0.13412437,0.16587965,0.2806692,0.9672882,-2.9075991e-08,-4.039293e-09,0.25368,1.0,0.0,1.3877788e-17,-3.469447e-18,1.0,0.0,1.3877788e-17,-3.469447e-18,0.96475035,-0.088022664,-0.12681921,-0.21313289,0.5279772,0.32959208,0.59090257,-0.5132672,0.9015309,0.33896515,-0.1579117,-0.2177349,-0.9280902,-0.101654015,0.16198324,0.31949404,0.29758126,0.79147625,0.77072877,0.7862442,0.84686583,0.37679172,-0.5436071,-0.7470037,0.06711791,0.97576153,-0.0866373,-0.2009311,-0.00317938,0.7138365,0.5889673,0.17774226,0.33460817,0.56520075,0.5214939,0.50928795,0.4886115,0.4328112,0.7308867,-0.59999424,-0.08945576,-0.31274462,0.7997373,0.57606673,0.16546683,0.03446917,0.9279006,0.34988314,-0.07238298,0.10650349,0.6487323,-0.6668608,-0.23836268,-0.278615,0.778004,0.5698837,0.2638297,-0.018336184,0.90863395,0.40298796,0.008263779,0.10916407
25,2.083,-0.021285018,0.0,0.8261413,0.9341711,0.1355541,0.17060645,0.2825648,0.9673162,-9.343246e-09,-6.2832086e-09,0.25357315,1.0,0.0,1.540744e-33,6.938894e-18,1.0,0.0,1.540744e-33,6.938894e-18,0.9654201,-0.09225744,-0.12763342,-0.20775534,0.53941995,0.33047307,0.59688514,-0.49349952,0.9041931,0.33626482,-0.14811957,-0.21776463,-0.92003715,-0.12749371,0.16293043,0.33276224,0.29595935,0.79617643,0.76652753,0.7812404,0.8367362,0.3733884,-0.5466842,-0.7463625,0.06826739,0.97535187,-0.088686444,-0.20200807,-0.004021763,0.70352083,0.5962255,0.17699084,0.3438718,0.55471385,0.5401996,0.51815057,0.49173123,0.44946355,0.72682536,-0.6023266,-0.09505885,-0.31605604,0.79882723,0.57592875,0.17012285,0.03520465,0.92807037,0.34776142,-0.07373309,0.11095411,0.6459092,-0.66648895,-0.24328624,-0.28179,0.7779869,0.5685131,0.26684484,-0.017973745,0.9092914,0.40157905,0.007124512,0.108961724
26,2.167,-0.02156398,0.0,0.826249,0.93267226,0.13754982,0.17307167,0.28504154,0.96658146,-4.059846e-09,-9.717903e-09,0.25635958,1.0,0.0,-1.3877788e-17,-1.3877788e-17,1.0,0.0,-1.3877788e-17,-1.3877788e-17,0.9636877,-0.0986582,-0.12775272,-0.21272478,0.5457399,0.3323088,0.59926045,-0.48231295,0.90871394,0.33106577,-0.13322714,-0.21652938,-0.91128176,-0.15094891,0.17071389,0.34298214,0.29276723,0.80042344,0.765603,0.77826875,0.82328105,0.36727464,-0.5525616,-0.7448481,0.07061436,0.97560203,-0.09202861,-0.1992371,-0.0059987046,0.69270647,0.6057849,0.17220552,0.35146505,0.54153526,0.55157757,0.5230128,0.49440235,0.45675227,0.7224171,-0.60581756,-0.09694307,-0.3189054,0.79797477,0.5770494,0.17049453,0.034379806,0.92947924,0.34242952,-0.07164285,0.116951406,0.6435993,-0.66681576,-0.24569957,-0.2841979,0.7768337,0.56862223,0.26997125,-0.01771025,0.9082104,0.40384227,0.0056229765,0.109698065
27,2.25,-0.021493027,0.0,0.82670444,0.9316468,0.13894254,0.1742949,0.28696778,0.96653837,-3.7546113e-09,1.16030145e-08,0.25652218,1.0,0.0,3.081488e-33,1.7347235e-17,1.0,0.0,3.081488e-33,1.7347235e-17,0.9624301,-0.101937324,-0.12876649,-0.2162319,0.55087847,0.33222365,0.6009603,-0.4743491,0.9062966,0.33569553,-0.13093741,-0.22088534,-0.90839225,-0.15894668,0.17695512,0.34386972,0.28574553,0.80321604,0.76206875,0.7786109,0.8153541,0.36504877,-0.55498403,-0.74421996,0.06977645,0.97437453,-0.098899566,-0.20179951,-0.009489342,0.6843259,0.60759676,0.17137942,0.36490193,0.5211556,0.5700258,0.53354716,0.5015655,0.46128955,0.71846914,-0.6091599,-0.10094531,-0.32021293,0.79679334,0.5764659,0.17760804,0.03553578,0.92862916,0.34422895,-0.07437698,0.11671506,0.64451706,-0.66493446,-0.24603243,-0.2862307,0.7787087,0.5661082,0.26987156,-0.017424092,0.9077334,0.4052467,0.0048147473,0.10849904
28,2.333,-0.022254016,0.0,0.8270871,0.93030196,0.13624728,0.17716253,0.2908408,0.9651384,6.503772e-09,6.725453e-09,0.2617401,1.0,0.0,1.3877788e-17,6.938894e-18,1.0,0.0,1.3877788e-17,6.938894e-18,0.95826703,-0.10534162,-0.13506274,-0.22887881,0.5627467,0.33965853,0.6086945,-0.44434136,0.9091294,0.33028144,-0.13031164,-0.21775408,-0.8906848,-0.1899435,0.18355788,0.37001163,0.28127074,0.8106571,0.7650743,0.78104,0.8155706,0.3547248,-0.5616645,-0.7452408,0.057614256,0.97309923,-0.1102493,-0.20152448,-0.017630309,0.67397875,0.6061263,0.16274957,0.38971284,0.5043732,0.5857338,0.5542286,0.52604395,0.45420486,0.71622324,-0.60895735,-0.103842385,-0.32467213,0.7941969,0.57856756,0.18223926,0.03605197,0.9269894,0.34829676,-0.075611345,0.116888724,0.64497,-0.6612875,-0.24892922,-0.29111305,0.77726877,0.56631035,0.27356824,-0.017501142,0.90663886,0.40754828,0.003353951,0.10908325
29,2.417,-0.022512434,0.0,0.82742447,0.928354,0.13268337,0.17755608,0.2983752,0.9650277,3.0036509e-09,-1.240802e-08,0.26214796,1.0,0.0,1.3877788e-17,2.7755576e-17,1.0,0.0,1.3877788e-17,2.7755576e-17,0.9511417,-0.101802416,-0.14535037,-0.25266367,0.5739349,0.3438427,0.6078361,-0.42767534,0.9061545,0.33417788,-0.129898,-0.22435597,-0.8843903,-0.19599293,0.1860416,0.3805642,0.27836463,0.8176608,0.77409,0.78456247,0.81992453,0.34631068,-0.56618434,-0.74683934,0.04165595,0.9709977,-0.1242155,-0.20242818,-0.027509958,0.66060793,0.6090183,0.14333051,0.4149099,0.50216395,0.5874094,0.56734157,0.55668736,0.45806062,0.70780295,-0.6149253,-0.11227737,-0.32905254,0.78521943,0.5836351,0.2032807,0.03843765,0.9252874,0.35162514,-0.08207146,0.11604821,0.6416187,-0.6639133,-0.24152976,-0.29867697,0.7690697,0.5758982,0.27680078,-0.015949884,0.90752083,0.4046858,-0.000908977,0.11240336
30,2.5,-0.022350438,0.0,0.8274478,0.9293526,0.13327369,0.17247081,0.2979861,0.9683291,7.2903834e-09,2.0044002e-08,0.24967737,1.0,0.0,-3.081488e-33,-2.4286129e-17,1.0,0.0,-3.081488e-33,-2.4286129e-17,0.9528063,-0.09295558,-0.1426665,-0.2513278,0.5715756,0.3354289,0.60889,-0.43593788,0.88918555,0.35298905,-0.16780709,-0.2378836,-0.90491956,-0.14449237,0.1601992,0.36684972,0.28178677,0.81566644,0.7789638,0.78697145,0.8251807,0.3574418,-0.5535774,-0.7515214,0.031669773,0.9637646,-0.124197,-0.23469676,-0.025501054,0.6508999,0.6219481,0.13776655,0.4129531,0.49446747,0.58627534,0.5763848,0.5705332,0.4654377,0.70071584,-0.62494135,-0.11600893,-0.3240178,0.77002305,0.59527487,0.22537713,0.043789092,0.9279847,0.3423625,-0.09466928,0.11256115,0.6409502,-0.6685886,-0.23342453,-0.2961168,0.7624359,0.5832309,0.2799474,-0.012752576,0.90983355,0.39953262,-0.007227903,0.111912504
31,2.583,-0.020449635,0.0,0.82774943,0.9314247,0.14927228,0.15930788,0.29118174,0.97321016,4.0893218e-09,4.9217235e-09,0.22991726,1.0,0.0,1.3877788e-17,-6.938894e-18,1.0,0.0,1.3877788e-17,-6.938894e-18,0.9612544,-0.10114731,-0.12510316,-0.2238489,0.5625855,0.3116007,0.62365454,-0.44436204,0.8752576,0.3679747,-0.19543724,-0.24560751,-0.9186023,-0.10135711,0.14386424,0.35383564,0.27658337,0.81818336,0.7790622,0.7861383,0.8220144,0.37114877,-0.53517723,-0.75781953,0.039287433,0.9595432,-0.0953516,-0.2647777,-0.0088092955,0.64332604,0.63228184,0.13706616,0.409346,0.5078342,0.55826527,0.5557002,0.5533981,0.46855807,0.70678645,-0.62681526,-0.10124076,-0.3119388,0.77657086,0.5891086,0.21853743,0.046153575,0.92891514,0.34019604,-0.10013343,0.10656726,0.6400297,-0.67907,-0.22528866,-0.28012657,0.7639973,0.5818972,0.2784943,-0.012026783,0.91064787,0.39956313,-0.008812016,0.10484329
32,2.667,-0.018639883,0.0,0.8277824,0.93549657,0.14665538,0.15118548,0.28369224,0.9782368,1.0262501e-08,4.512678e-09,0.20749168,1.0,0.0,1.3877788e-17,1.3877788e-17,1.0,0.0,1.3877788e-17,1.3877788e-17,0.96963924,-0.09658678,-0.12231136,-0.18844283,0.54892474,0.29839298,0.63055354,-0.46048397,0.8562961,0.38691884,-0.23828179,-0.24550475,-0.93626696,-0.033779453,0.11752655,0.32931843,0.27631193,0.8194518,0.77865726,0.7850448,0.8213522,0.38276938,-0.507997,-0.7706406,0.03923945,0.9509591,-0.020486284,-0.30631015,0.037831683,0.6617231,0.634875,0.1559795,0.36705133,0.4968094,0.45859033,0.50612795,0.5122879,0.4615753,0.71532255,-0.6228914,-0.09138752,-0.3032626,0.78073096,0.58484334,0.21439105,0.04953765,0.9290178,0.33945563,-0.104943946,0.10335682,0.64766073,-0.6766302,-0.22202131,-0.27094954,0.7683926,0.57813764,0.27418864,-0.012258249,0.9129025,0.39664343,-0.007083172,0.09608769
33,2.75,-0.016993316,0.0,0.82775337,0.9399962,0.13902126,0.14440413,0.27609363,0.9825016,2.9260566e-08,3.7179715e-09,0.18625408,1.0,0.0,-1.3877788e-17,-2.4286129e-17,1.0,0.0,-1.3877788e-17,-2.4286129e-17,0.9751192,-0.086669914,-0.12934895,-0.15779652,0.5470919,0.28717092,0.644451,-0.45045114,0.83729947,0.39873943,-0.2854451,-0.24178001,-0.94135356,0.0024206873,0.09131266,0.32482243,0.2822817,0.8178797,0.7764639,0.780048,0.80945504,0.37889695,-0.4761953,-0.79349005,-0.0069761537,0.92370737,-0.005617353,-0.38136262,0.03599629,0.6087425,0.6991152,0.17035607,0.3341397,0.48314616,0.42406815,0.46646723,0.478199,0.45646778,0.7200103,-0.622876,-0.07982778,-0.29536116,0.78264016,0.5853934,0.20525512,0.051567502,0.92968786,0.3403343,-0.10546652,0.09343365,0.6621536,-0.66510195,-0.22282584,-0.26370567,0.77565914,0.5699261,0.27087027,-0.012902766,0.91432047,0.3955735,-0.00556607,0.08665272
34,2.833,-0.015095451,0.0,0.827991,0.9480821,0.124684885,0.13480562,0.25965637,0.9880602,-1.8054922e-09,-1.3127517e-08,0.1540686,1.0,0.0,1.540744e-33,6.938894e-18,1.0,0.0,1.540744e-33,6.938894e-18,0.9819849,-0.06535436,-0.14218755,-0.10591125,0.54407734,0.26769727,0.6691605,-0.4295838,0.8271702,0.42594865,-0.27085567,-0.24697037,-0.95267403,0.015566027,0.111642085,0.28232244,0.27553207,0.81884855,0.7806714,0.7750431,0.8041288,0.4128629,-0.42825145,-0.8037859,0.008550585,0.88407075,0.09637081,-0.4426056,0.11502969,0.6915163,0.63758093,0.2277915,0.25180712,0.4729013,0.41973278,0.44108146,0.45584217,0.45356053,0.7306744,-0.6198142,-0.05365535,-0.28118736,0.7838977,0.5964474,0.16603929,0.046752937,0.9318068,0.34338176,-0.09085624,0.07463353,0.6845962,-0.6449515,-0.23123655,-0.24878767,0.7876224,0.5564487,0.2640077,-0.017768677,0.91310203,0.40202186,0.00338104,0.067909054
35,2.917,-0.013394232,0.0,0.82859635,0.95359206,0.08086896,0.13405702,0.25719866,0.9924742,-5.067361e-09,-8.512956e-09,0.12245379,1.0,0.0,-1.3877788e-17,2.0816682e-17,1.0,0.0,-1.3877788e-17,2.0816682e-17,0.9821978,-0.01253558,-0.17159982,-0.075390644,0.56532955,0.26873532,0.6834808,-0.37555003,0.81719464,0.43769482,-0.2751985,-0.25471938,-0.9565791,0.024708204,0.110316835,0.26865628,0.2700092,0.8158966,0.7861777,0.77016485,0.8029892,0.4528997,-0.37711316,-0.8078588,0.0056277914,0.2707552,-0.77816266,-0.32993263,-0.46075907,-0.4417103,0.8547042,-0.07888572,0.26105502,0.46641588,0.42288843,0.42633343,0.4426357,0.45202377,0.74275565,-0.6056074,-0.04929546,-0.28128928,0.7810597,0.60035414,0.16466242,0.049060713,0.92359334,0.3675077,-0.08981881,0.062016223,0.70607245,-0.616481,-0.23511429,-0.25716558,0.7895084,0.55484754,0.2615868,-0.019826394,0.90732986,0.41549075,0.009714602,0.06344755
36,3.0,-0.012997788,0.0,0.8293847,0.9569707,0.06353749,0.12507416,0.2540208,0.994857,-2.278795e-09,-1.46718895e-08,0.10128941,1.0,0.0,-1.3877788e-17,1.7347235e-17,1.0,0.0,-1.3877788e-17,1.7347235e-17,0.9843373,0.009145306,-0.16764349,-0.05377875,0.5814838,0.25588533,0.68156284,-0.363141,0.8424752,0.4033341,-0.26112428,-0.24366228,-0.95247823,0.0008826814,0.10133423,0.28725556,0.2771495,0.80688924,0.7858652,0.7606383,0.79837507,0.47532323,-0.34518743,-0.809243,0.0062585697,0.461344,-0.62438893,-0.5375259,-0.32919,-0.09419874,0.93810666,0.058683176,0.32808352,0.48405388,0.46458772,0.51464975,0.5442573,0.50047714,0.749806,-0.6001013,-0.050237697,-0.274127,0.7790769,0.5994373,0.17617182,0.0517466,0.91863155,0.3798507,-0.09376793,0.05510974,0.7197565,-0.6017786,-0.23504566,-0.2540996,0.79139936,0.5506423,0.26470724,-0.020252608,0.90429175,0.42211035,0.010875851,0.06293645
37,3.083,-0.013154662,0.0,0.8306393,0.96080256,0.05469126,0.11645481,0.24557196,0.9975225,4.2296378e-10,1.2354867e-09,0.070348404,1.0,0.0,1.540744e-33,2.4286129e-17,1.0,0.0,1.540744e-33,2.4286129e-17,0.9857331,0.01462175,-0.16377537,-0.03597311,0.60373014,0.22543652,0.6633493,-0.38033676,0.8938624,0.34772974,-0.15992317,-0.233492,-0.9483507,-0.051252957,0.15372883,0.27271125,0.28896368,0.8047094,0.79627883,0.76321054,0.8115135,0.51858467,-0.30496103,-0.7974329,0.04657762,0.39021716,-0.6180712,-0.60855174,-0.30884197,-0.06673894,0.93812925,0.09864913,0.32515803,0.505231,0.5616921,0.6187099,0.65260273,0.55692905,0.7570841,-0.5961069,-0.047928873,-0.26302683,0.78595454,0.590923,0.17441775,0.05161297,0.9149808,0.38953486,-0.09168331,0.051641084,0.73373455,-0.58901453,-0.2331264,-0.24565737,0.80056196,0.539321,0.26049605,-0.019372072,0.90299374,0.42397684,0.013288937,0.06833226
38,3.167,-0.013034094,0.0,0.83175933,0.96445477,0.038631853,0.107417785,0.23831922,0.9992944,7.027528e-09,6.403148e-09,0.037558574,1.0,0.0,-4.622232e-33,-2.2551405e-17,1.0,0.0,-4.622232e-33,-2.2551405e-17,0.9868795,0.021060737,-0.1599958,-0.0051570656,0.6210659,0.20322908,0.6623061,-0.36650482,0.91812396,0.30998218,-0.10249292,-0.22462109,-0.9422546,-0.092833295,0.17632718,0.26915973,0.30007082,0.79688776,0.80000067,0.76280385,0.8188122,0.5732314,-0.25874817,-0.7700709,0.10698574,0.2158662,-0.6581063,-0.64835817,-0.31611627,-0.13722672,0.94386226,0.10586206,0.28122252,0.5206365,0.6413077,0.6991536,0.7305628,0.6009979,0.769321,-0.5851778,-0.035694294,-0.2538466,0.80331,0.5706903,0.16212317,0.052171115,0.90468526,0.41380483,-0.08771923,0.051141415,0.75127625,-0.5694206,-0.2320692,-0.23976676,0.81338245,0.52089995,0.25846165,-0.016426384,0.8967724,0.43869352,0.013876649,0.05616673
39,3.25,-0.012320936,0.0,0.83257455,0.96795136,0.018211264,0.10059525,0.22938858,0.9999909,-1.8798805e-09,2.2616933e-09,0.00426444,1.0,0.0,1.540744e-33,8.890458e-18,1.0,0.0,1.540744e-33,8.890458e-18,0.98733765,0.033058494,-0.15371223,0.02107148,0.63185287,0.18527332,0.6704158,-0.342021,0.9315868,0.28508413,-0.06509382,-0.2159534,-0.9375235,-0.101237796,0.19957484,0.2664029,0.31483853,0.7908294,0.80310196,0.76720005,0.828621,0.6135736,-0.20859596,-0.74319965,0.16634135,0.084940016,-0.66865134,-0.67461485,-0.30097407,-0.17039925,0.9472828,0.122252725,0.2422264,0.5301149,0.692836,0.7511621,0.77872056,0.62989426,0.78988975,-0.5618579,-0.014643264,-0.245307,0.83130217,0.5387949,0.12831023,0.046617705,0.8955221,0.43513784,-0.07556421,0.054637536,0.76680595,-0.5514211,-0.2299096,-0.23470181,0.82867986,0.49886817,0.25357458,-0.010960888,0.8893397,0.45540762,0.01539121,0.037972953
40,3.333,-0.011658656,0.0,0.8331032,0.9714308,0.0036200932,0.09162496,0.21889277,0.9999286,2.9128117e-10,3.5919903e-09,-0.011948776,1.0,0.0,-1.155558e-33,-5.475221e-18,1.0,0.0,-1.155558e-33,-5.475221e-18,0.98876244,0.04728626,-0.1371767,0.035992067,0.64034957,0.1724215,0.6749682,-0.32348296,0.93926066,0.26646754,-0.034054138,-0.21359968,-0.93337023,-0.13722952,0.20959051,0.25702128,0.317418,0.78060627,0.79738986,0.76462376,0.8318561,0.64322644,-0.1733692,-0.7186075,0.19951482,-0.0032105278,-0.6636537,-0.6893248,-0.29049078,-0.19332865,0.94852287,0.1345765,0.21170157,0.5354994,0.7229648,0.78177255,0.8062359,0.64711386,0.8007191,-0.55206645,-0.0050465805,-0.23247813,0.83323693,0.5387336,0.11635469,0.0440904,0.8963096,0.4340792,-0.07118048,0.056015287,0.77804023,-0.5416231,-0.22454017,-0.22556493,0.83156675,0.49403504,0.25374687,-0.0062149633,0.8876467,0.4592637,0.011562225,0.03203896
41,3.417,-0.0117403045,0.0,0.83359116,0.97415626,-0.009913028,0.08302908,0.20982727,0.9998808,-3.8649084e-11,-1.7771085e-09,-0.015438915,1.0,0.0,-1.540744e-33,-7.806256e-18,1.0,0.0,-1.540744e-33,-7.806256e-18,0.98876446,0.056680314,-0.1254659,0.058227796,0.6303429,0.17110893,0.6854596,-0.32176802,0.9474514,0.24986933,-0.043540273,-0.1949497,-0.93204814,-0.14648423,0.2037281,0.26138756,0.31411672,0.7735287,0.7930966,0.761353,0.82634306,0.64981014,-0.1529097,-0.7120885,0.21747485,-0.03729605,-0.6561758,-0.70879,-0.25624022,-0.14019373,0.98097575,0.045126032,0.12647489,0.5038066,0.64621055,0.69393533,0.7146174,0.5805362,0.80999106,-0.5432745,0.007934637,-0.22069061,0.8338576,0.54249,0.09500273,0.036886077,0.8992953,0.42974684,-0.059476778,0.05521049,0.78786606,-0.532453,-0.22029676,-0.21732517,0.8334632,0.49267963,0.2501397,-0.005999848,0.8873793,0.46016967,0.013677927,0.024795147
42,3.5,-0.012181977,0.0,0.83411336,0.9766037,-0.018530646,0.07481876,0.20075862,0.9998843,-1.8719009e-09,-1.14781376e-08,-0.01521096,1.0,0.0,5.77779e-34,3.035766e-18,1.0,0.0,5.77779e-34,3.035766e-18,0.9885921,0.06320434,-0.11650462,0.07153746,0.62157536,0.16869645,0.6955745,-0.31837356,0.95219415,0.23966889,-0.06357592,-0.17844665,-0.93193275,-0.14773747,0.18634954,0.2737678,0.31184882,0.7727091,0.7922774,0.75842184,0.81456864,0.6565719,-0.1380937,-0.7048224,0.23036656,-0.06272413,-0.6508608,-0.71917766,-0.23500936,-0.112002105,0.9904548,0.014081199,0.07909829,0.47862738,0.58659065,0.627242,0.6398551,0.5254389,0.82028395,-0.532115,0.016595727,-0.20907532,0.8368724,0.5409459,0.07807439,0.030438984,0.900365,0.42980418,-0.049455855,0.046533775,0.7949687,-0.52427745,-0.22353023,-0.20782717,0.8335749,0.4895092,0.25595316,-0.0046504466,0.88551545,0.46422076,0.012674121,0.014171506
43,3.583,-0.011432946,0.0,0.8349738,0.97920567,-0.017628906,0.062151417,0.19230892,0.9998132,-1.0246328e-09,6.5915664e-09,-0.01932714,1.0,0.0,5.77779e-34,3.2526065e-18,1.0,0.0,5.77779e-34,3.2526065e-18,0.98960775,0.06689514,-0.10311319,0.07462675,0.6184828,0.15591064,0.71221167,-0.29313043,0.9468324,0.25162345,-0.08416896,-0.18196037,-0.9306177,-0.14783621,0.17553656,0.28510007,0.30690315,0.7780565,0.7924123,0.75715053,0.81259215,0.67094415,-0.12403846,-0.6916541,0.23677641,-0.103231095,-0.6411654,-0.7225935,-0.2368734,-0.12117126,0.99146974,-0.023418711,0.041915305,0.45732743,0.5666733,0.6045031,0.5976702,0.5151088,0.835778,-0.5114571,0.03883594,-0.19590442,0.85286677,0.5200217,0.042534012,0.019662855,0.90577716,0.4217605,-0.033372533,0.023918593,0.81134886,-0.5039192,-0.22275913,-0.19533783,0.85112137,0.45462826,0.26246837,0.00399673,0.88076264,0.47352195,0.0057925466,-0.0007605348
44,3.667,-0.01063315,0.0,0.8361852,0.98084545,-0.016580021,0.05657083,0.18565302,0.9997598,-4.770351e-10,-3.507459e-09,-0.021916172,1.0,0.0,-1.155558e-33,-6.2883726e-18,1.0,0.0,-1.155558e-33,-6.2883726e-18,0.9902307,0.06660295,-0.099633075,0.071277656,0.61731184,0.14719412,0.7199961,-0.28083023,0.94475275,0.25630835,-0.088158496,-0.1843266,-0.92841274,-0.14066671,0.17675076,0.29499465,0.31698734,0.78506124,0.7928831,0.7553424,0.814809,0.67760324,-0.11567891,-0.6849555,0.24147089,-0.13212118,-0.6339974,-0.7239076,-0.23780063,-0.15813076,0.98624045,-0.048178136,-0.0018143333,0.44117486,0.5476717,0.5934887,0.57111365,0.49869695,0.843869,-0.50015336,0.04989358,-0.18772955,0.86158884,0.507002,0.020900993,0.01329602,0.90893734,0.416084,-0.02333777,0.012742501,0.8161915,-0.4963557,-0.22912419,-0.18698822,0.8549816,0.44083872,0.2731184,0.008603624,0.8804598,0.47406244,0.0008170145,-0.007393983
