frame,timestamp_sec,qpos_0,qpos_1,qpos_2,qpos_3,qpos_4,qpos_5,qpos_6,qpos_7,qpos_8,qpos_9,qpos_10,qpos_11,qpos_12,qpos_13,qpos_14,qpos_15,qpos_16,qpos_17,qpos_18,qpos_19,qpos_20,qpos_21,qpos_22,qpos_23,qpos_24,qpos_25,qpos_26,qpos_27,qpos_28,qpos_29,qpos_30,qpos_31,qpos_32,qpos_33,qpos_34,qpos_35,qpos_36,qpos_37,qpos_38,qpos_39,qpos_40,qpos_41,qpos_42,qpos_43,qpos_44,qpos_45,qpos_46,qpos_47,qpos_48,qpos_49,qpos_50,qpos_51,qpos_52,qpos_53,qpos_54,qpos_55,qpos_56,qpos_57,qpos_58,qpos_59,qpos_60,qpos_61,qpos_62,qpos_63,qpos_64,qpos_65,qpos_66,qpos_67,qpos_68,qpos_69,qpos_70,qpos_71,qpos_72,qpos_73,qpos_74,qpos_75,qpos_76,qpos_77,qpos_78,qpos_79,qpos_80
45,3.75,-0.009150453,0.0,0.83696836,0.9822905,-0.019241411,0.051000174,0.1792599,0.9996854,1.4105295e-09,1.5278673e-09,-0.025080761,1.0,0.0,-2.311116e-33,-1.01915004e-17,1.0,0.0,-2.311116e-33,-1.01915004e-17,0.98978084,0.07090298,-0.101767845,0.07035557,0.61507577,0.1405856,0.7278371,-0.26864606,0.94331765,0.25991136,-0.0884279,-0.18648975,-0.9308492,-0.11762944,0.16666164,0.30316162,0.32543865,0.79931396,0.8028163,0.7607344,0.8188683,0.68175083,-0.105114356,-0.6814628,0.24448968,-0.14172606,-0.62899107,-0.7268104,-0.23670784,-0.19177572,0.977695,-0.08368551,-0.018203322,0.41816512,0.5369514,0.58401304,0.5503663,0.49875668,0.85044366,-0.49067536,0.06142695,-0.17947137,0.86570394,0.5004741,0.0025118731,0.00872343,0.9096661,0.41503158,-0.01569443,-0.0031605172,0.82268804,-0.48720798,-0.23114541,-0.17995718,0.8558483,0.43554518,0.27877966,0.010292269,0.8837112,0.46790826,-0.0028448629,-0.010405813
46,3.833,-0.007696221,0.0,0.83754486,0.9833434,-0.021933444,0.04618838,0.17441687,0.9996721,-1.7103696e-09,6.6990733e-09,-0.02560639,1.0,0.0,1.540744e-33,9.107298e-18,1.0,0.0,1.540744e-33,9.107298e-18,0.9903264,0.07110058,-0.10002709,0.06475289,0.6169518,0.13676952,0.73130065,-0.2566396,0.94305265,0.2601373,-0.083099395,-0.18993373,-0.9282179,-0.13482155,0.16364722,0.30570292,0.32079703,0.80568093,0.81572825,0.7660049,0.8221528,0.6833492,-0.09803204,-0.67579263,0.2583174,-0.16163035,-0.6280479,-0.7282234,-0.22163525,-0.2006345,0.973819,-0.10434954,-0.023096642,0.39556426,0.5345897,0.57986975,0.5504899,0.4946041,0.85925066,-0.47604108,0.071296446,-0.17317612,0.8719899,0.48926377,-0.015461127,0.003938578,0.9103173,0.41368783,-0.0076950137,-0.011208892,0.8323998,-0.47134238,-0.23308417,-0.17498204,0.8615205,0.42276832,0.28094962,0.010798082,0.886694,0.46220914,-0.004134838,-0.010926454
47,3.917,-0.005876227,0.0,0.8382803,0.98443043,-0.024870649,0.041767895,0.16891901,0.9996999,-7.9393986e-10,-3.54706e-09,-0.02449794,1.0,0.0,1.155558e-33,4.98733e-18,1.0,0.0,1.155558e-33,4.98733e-18,0.99153507,0.06559574,-0.09654541,0.056871377,0.6189899,0.13390419,0.7326835,-0.24919085,0.9446118,0.2561643,-0.07564872,-0.19069782,-0.92512953,-0.13529721,0.16747537,0.31270123,0.31888354,0.8121764,0.8223123,0.7726777,0.8277441,0.68638134,-0.09109713,-0.66540843,0.27895093,-0.1843872,-0.62972885,-0.7264202,-0.20434438,-0.23076804,0.9603672,-0.15399128,-0.026974443,0.3454881,0.5300017,0.5751013,0.55544174,0.51116693,0.8684683,-0.45974728,0.081766956,-0.16646162,0.88099694,0.47189477,-0.034051716,-0.00040639538,0.912186,0.40949142,-0.0005475483,-0.015267117,0.8480465,-0.44509292,-0.23177995,-0.17025712,0.8761585,0.39598686,0.27462357,0.011073292,0.8906195,0.45442936,-0.0021116955,-0.016921656
48,4.0,-0.0038521425,0.0,0.8391129,0.9856746,-0.03011213,0.037937306,0.16155368,0.9996458,-1.0546322e-09,-2.4851707e-09,-0.026611233,1.0,0.0,1.540744e-33,7.806256e-18,1.0,0.0,1.540744e-33,7.806256e-18,0.99254894,0.060887877,-0.09455388,0.0468919,0.62117356,0.12893789,0.73358256,-0.24366997,0.9502545,0.24294218,-0.06181945,-0.18486172,-0.9219212,-0.15553463,0.16392428,0.31464118,0.31524026,0.81395817,0.8228851,0.77335984,0.8254364,0.6939622,-0.0779656,-0.6446389,0.31109235,-0.20101611,-0.63515663,-0.7209533,-0.19077447,-0.24697435,0.94538766,-0.21093032,-0.027463542,0.2520599,0.5419197,0.5508462,0.5292423,0.511363,0.8744096,-0.44977733,0.09048258,-0.15786427,0.8819758,0.4686256,-0.049932677,-0.0039285324,0.9147444,0.40345937,0.0057734707,-0.020734945,0.85736656,-0.42844883,-0.23326401,-0.16414037,0.88109004,0.38649848,0.27240095,0.009849999,0.8909689,0.45351988,-0.00026701757,-0.022227708
49,4.083,-0.002429818,0.0,0.840103,0.9861662,-0.032044616,0.03629091,0.15853201,0.9997291,1.2585867e-09,-1.235793e-09,-0.02327583,1.0,0.0,1.540744e-33,7.372575e-18,1.0,0.0,1.540744e-33,7.372575e-18,0.9928791,0.045625303,-0.10210645,0.04103243,0.62111276,0.12980549,0.7321311,-0.24769633,0.9561,0.22832556,-0.05234014,-0.17607029,-0.91598016,-0.1665725,0.17108133,0.3224363,0.31459513,0.81723344,0.82862514,0.77444303,0.8254716,0.70761496,-0.072517864,-0.6092564,0.3504696,-0.2597244,-0.64131784,-0.6980778,-0.18423368,-0.29408792,0.9178183,-0.26643634,-0.011555969,0.2098793,0.5649615,0.5314407,0.5060247,0.5027287,0.8787994,-0.44138038,0.09512186,-0.15442406,0.8823052,0.46713078,-0.05748239,-0.004703716,0.91685504,0.39876294,0.007391566,-0.01761504,0.85970765,-0.4248414,-0.23314875,-0.16141318,0.8829287,0.383991,0.2700051,0.00922106,0.88949263,0.4562683,0.0019866994,-0.024863023
50,4.167,-0.0010641498,0.0,0.8408097,0.9863441,-0.034049347,0.03460969,0.15737908,0.99984103,-4.184266e-09,1.6916235e-10,-0.01783009,1.0,0.0,-1.155558e-33,-5.6378513e-18,1.0,0.0,-1.155558e-33,-5.6378513e-18,0.9930785,0.032102156,-0.107822776,0.03374742,0.6192102,0.13367085,0.729662,-0.2574961,0.9611558,0.21474019,-0.045879316,-0.16721638,-0.9116291,-0.18559128,0.16789189,0.32603768,0.3127796,0.8136018,0.8305166,0.76873964,0.820257,0.71725184,-0.06942931,-0.5748649,0.3876334,-0.3066077,-0.6417896,-0.6851556,-0.1570339,-0.3182096,0.8821298,-0.34471136,-0.041996744,0.26483446,0.54809713,0.497677,0.46320295,0.46812838,0.8818563,-0.4352821,0.097831964,-0.15260354,0.8815883,0.46815702,-0.060094777,-0.0044398247,0.9182807,0.39557663,0.0073193745,-0.01503755,0.86093795,-0.42326266,-0.23228791,-0.16024008,0.8837338,0.38294432,0.2688609,0.009057414,0.887444,0.46014744,0.0033788541,-0.026381474
51,4.25,0.00028042897,0.0,0.8414485,0.9864362,-0.036536317,0.032840718,0.15662144,0.9998906,-3.968535e-09,6.9931865e-09,-0.014791232,1.0,0.0,-7.70372e-34,-3.469447e-18,1.0,0.0,-7.70372e-34,-3.469447e-18,0.9932134,0.017295629,-0.112373546,0.024497215,0.61929727,0.13620399,0.7266345,-0.26442698,0.96597654,0.20047824,-0.036065698,-0.15936454,-0.90845627,-0.19145925,0.1690082,0.33088797,0.31277952,0.8156109,0.8320278,0.76633,0.81745046,0.7223298,-0.06554724,-0.55062586,0.4132244,-0.32968336,-0.6398895,-0.6825854,-0.12620391,-0.33260927,0.85080117,-0.4061615,-0.023265334,0.30996698,0.553999,0.46860576,0.43913195,0.4672602,0.8845356,-0.42933515,0.10239236,-0.15094325,0.88066053,0.46899563,-0.06669688,-0.005622707,0.91921514,0.39336935,0.009987286,-0.014292365,0.8620341,-0.421962,-0.2311107,-0.15947762,0.8836493,0.3839282,0.26775315,0.008443931,0.8860535,0.46282887,0.0046915123,-0.02601237
52,4.333,0.0012163573,0.0,0.84189945,0.9865156,-0.038420334,0.030548865,0.15613364,0.9999082,-1.2040182e-09,1.6252605e-09,-0.013551017,1.0,0.0,2.311116e-33,1.2576745e-17,1.0,0.0,2.311116e-33,1.2576745e-17,0.99342555,0.0065363487,-0.112602256,0.019589258,0.62110645,0.13683504,0.7204785,-0.27643034,0.9717443,0.18132865,-0.023794517,-0.14922062,-0.90558153,-0.19745094,0.17147325,0.33396435,0.30933937,0.81260073,0.832258,0.7669191,0.82007146,0.7239868,-0.060870107,-0.5252899,0.4429543,-0.35302398,-0.64349467,-0.67138344,-0.10263035,-0.319364,0.8526392,-0.4134642,-0.007767274,0.34010845,0.5729784,0.469688,0.43784314,0.4695439,0.88627625,-0.4255316,0.10552673,-0.14933638,0.88101286,0.4680704,-0.068520114,-0.005605873,0.91922784,0.3935596,0.010014242,-0.005540062,0.86197084,-0.42378044,-0.22871199,-0.15845248,0.8835517,0.38512442,0.26635137,0.008513303,0.88471186,0.46525642,0.006213828,-0.027978411
53,4.417,0.002358374,0.0,0.8418076,0.98709434,-0.04164443,0.029209545,0.15184645,0.99987704,2.6488824e-09,8.847866e-10,-0.015681505,1.0,0.0,9.62965e-35,1.0842022e-18,1.0,0.0,9.62965e-35,1.0842022e-18,0.99341905,0.0047333874,-0.112908825,0.018649407,0.6222178,0.13343127,0.71593755,-0.28718376,0.97617173,0.1656452,-0.018103348,-0.13900615,-0.9052878,-0.1972232,0.17167205,0.334792,0.30621487,0.80697095,0.8291581,0.7661562,0.8192326,0.7235208,-0.05108824,-0.49359578,0.47986543,-0.3754566,-0.64572215,-0.66061753,-0.075231105,-0.30490607,0.86236894,-0.40370378,0.019374955,0.39670667,0.5947603,0.4772034,0.446276,0.47447866,0.88830584,-0.42302692,0.10493375,-0.14474058,0.88210326,0.46620327,-0.067263395,-0.0048995325,0.918934,0.3943183,0.008393935,-0.0017029013,0.86058575,-0.43075603,-0.22349986,-0.15456133,0.8811652,0.39831766,0.2547054,0.004009503,0.8854904,0.4632961,0.0140002575,-0.032671534
54,4.5,0.0034502512,0.0,0.8417303,0.9878564,-0.04075536,0.027981164,0.14729504,0.99981123,1.2516217e-09,2.1547686e-09,-0.01942976,1.0,0.0,3.85186e-34,5.6378513e-18,1.0,0.0,3.85186e-34,5.6378513e-18,0.9936431,-0.00013253387,-0.11071921,0.020363046,0.62235683,0.12603119,0.7089493,-0.30688596,0.9776,0.15998589,-0.018453587,-0.13550729,-0.9123089,-0.18518364,0.16738987,0.3246232,0.30396622,0.80037254,0.8255577,0.7611457,0.8120227,0.7218424,-0.043901134,-0.46359664,0.5119515,-0.4049121,-0.6446141,-0.6457198,-0.059705224,-0.2860352,0.8640227,-0.4131048,0.031513933,0.42977226,0.61409557,0.4873426,0.4477475,0.47396168,0.8882538,-0.42481458,0.10435395,-0.1401714,0.8814633,0.46765742,-0.06561287,-0.0037336694,0.9201063,0.39161885,0.00624695,0.00015008856,0.857322,-0.4409247,-0.21970114,-0.14938493,0.8772751,0.41193527,0.24636903,0.00022529089,0.88811255,0.45784566,0.019383997,-0.03546469
55,4.583,0.004134095,0.0,0.84166515,0.9890227,-0.04156625,0.027867591,0.13903157,0.9997569,1.5067116e-09,-5.3082454e-09,-0.022050282,1.0,0.0,-7.70372e-34,-5.421011e-18,1.0,0.0,-7.70372e-34,-5.421011e-18,0.99426013,0.0023179878,-0.105278105,0.018920649,0.6337942,0.11787543,0.6977897,-0.31224963,0.97898734,0.14997584,0.0014140639,-0.13816327,-0.9146821,-0.18101394,0.17079191,0.31846625,0.30688778,0.7964644,0.81766856,0.75628436,0.80824876,0.71974725,-0.034758616,-0.42771062,0.54572827,-0.44352773,-0.6394674,-0.62616974,-0.047707547,-0.30717793,0.8682435,-0.38822368,0.032822553,0.43101987,0.6188641,0.4677183,0.45132753,0.45148745,0.8902588,-0.42630556,0.088886514,-0.13342415,0.88116384,0.47107738,-0.040260945,0.003930726,0.9214673,0.3883437,-0.00803165,0.00475802,0.8556709,-0.4463597,-0.21998991,-0.14210837,0.87283295,0.42261806,0.24404088,-0.0007971278,0.89098525,0.45229048,0.01935813,-0.034697615
56,4.667,0.0049816617,0.0,0.84177595,0.989766,-0.044214755,0.028293416,0.1326946,0.99965864,-1.1484695e-09,-4.369503e-10,-0.026127145,1.0,0.0,-1.155558e-33,-5.8546917e-18,1.0,0.0,-1.155558e-33,-5.8546917e-18,0.9946477,0.003419443,-0.10232287,0.013941851,0.63554144,0.11238251,0.6994961,-0.306859,0.9787703,0.15111797,0.0003633938,-0.1384626,-0.91650087,-0.17955641,0.1710911,0.31386867,0.30806658,0.7944977,0.8132194,0.7520533,0.80420977,0.7178171,-0.02773043,-0.41877723,0.5555135,-0.45470592,-0.6350468,-0.6226037,-0.04819417,-0.3297204,0.8579705,-0.39027905,0.053416546,0.4119534,0.61938107,0.45414346,0.45617992,0.45038873,0.89401615,-0.41990268,0.08984341,-0.1278476,0.88831544,0.45661524,-0.048955176,0.0012364035,0.92125386,0.3889398,-0.0040754615,0.0007141596,0.8588846,-0.44007188,-0.22292712,-0.13768624,0.8755179,0.41787925,0.2425801,-0.00041290314,0.8914428,0.45089528,0.020205267,-0.040187165
57,4.75,0.0049036914,0.0,0.8414596,0.9899198,-0.04211147,0.030005012,0.1318528,0.9997626,3.0200946e-09,-2.0901187e-09,-0.021788936,1.0,0.0,-7.70372e-34,-6.071532e-18,1.0,0.0,-7.70372e-34,-6.071532e-18,0.99502456,0.0019932196,-0.09950274,0.004620324,0.64096576,0.11362805,0.69217783,-0.31167516,0.9791717,0.14656842,0.010071769,-0.14013952,-0.91485703,-0.18533859,0.1765233,0.31229112,0.3062808,0.79729176,0.81149703,0.7506283,0.8016995,0.7207362,-0.028657326,-0.38576102,0.5752447,-0.48405656,-0.63038635,-0.6057111,-0.037634682,-0.32460374,0.8588302,-0.39228508,0.05617393,0.4091332,0.63706315,0.44862625,0.4671434,0.4646239,0.89151615,-0.42750093,0.077133745,-0.1284224,0.88284594,0.46881068,-0.027322274,0.0072853696,0.9209255,0.3893309,-0.014737149,0.010026579,0.8565384,-0.4429045,-0.22664204,-0.1371531,0.8725466,0.4205266,0.24863283,0.0012229746,0.8929307,0.44831514,0.015907884,-0.037884682
58,4.833,0.00485974,0.0,0.8411551,0.9901054,-0.044203583,0.03103487,0.1295152,0.9997934,3.4400625e-09,-3.5357346e-09,-0.020325582,1.0,0.0,3.469447e-18,1.951564e-18,1.0,0.0,3.469447e-18,1.951564e-18,0.99509203,0.0009743466,-0.09894313,0.0010563992,0.6370855,0.11488427,0.69579816,-0.31110865,0.9806521,0.14431348,-0.0006606005,-0.13226755,-0.9135886,-0.1864667,0.17392306,0.31675985,0.30847067,0.8011423,0.81404155,0.7520007,0.80125755,0.7185868,-0.028840251,-0.39967808,0.5683825,-0.48104173,-0.6315771,-0.60611683,-0.048286233,-0.328183,0.8429961,-0.42510167,0.03069319,0.41361576,0.6277378,0.4429904,0.47539338,0.46641082,0.8917704,-0.4263018,0.08408701,-0.1262604,0.8867982,0.45998496,-0.044707637,0.0020135571,0.9203326,0.39108646,-0.00573055,0.0025435383,0.8579446,-0.44186798,-0.22397928,-0.1360773,0.8745353,0.42233947,0.23835547,-0.0020048388,0.89344835,0.4466434,0.022114135,-0.04207884
59,4.917,0.0046259053,0.0,0.8409427,0.989974,-0.04223537,0.031211825,0.13112354,0.99986845,-1.2586296e-09,4.1680723e-10,-0.016217884,1.0,0.0,-9.62965e-35,-4.3368087e-19,1.0,0.0,-9.62965e-35,-4.3368087e-19,0.99498713,-0.0038315563,-0.0997887,0.0053077764,0.6325663,0.117839925,0.6972035,-0.31603935,0.98095447,0.14486918,-0.0071845767,-0.12918837,-0.9128774,-0.18377686,0.1764221,0.31899256,0.30858576,0.79945326,0.81018364,0.75099397,0.79713964,0.7178778,-0.03519114,-0.42385954,0.5511407,-0.45034805,-0.6390996,-0.62150186,-0.049736865,-0.31023905,0.8591603,-0.406934,-0.000104838466,0.41354468,0.6133705,0.4569557,0.45860428,0.4504061,0.8900762,-0.42851558,0.08860817,-0.12762183,0.8861949,0.46032023,-0.052571338,-0.00031569754,0.91844195,0.39552003,-0.0015030962,0.0051053977,0.8561911,-0.44438645,-0.22512934,-0.1370191,0.8737369,0.42338446,0.23942143,-0.0026046643,0.89333314,0.44649607,0.022991437,-0.045480907
60,5.0,0.0063139116,0.0,0.8409123,0.9898452,-0.044591982,0.029271862,0.13176176,0.99993354,-3.095686e-09,3.7219354e-09,-0.011530592,1.0,0.0,5.77779e-34,2.8189256e-18,1.0,0.0,5.77779e-34,2.8189256e-18,0.99491507,-0.0037474718,-0.10015351,0.009961419,0.6276523,0.12307544,0.70793146,-0.2995632,0.98086625,0.14560357,-0.0019270695,-0.12921779,-0.9053412,-0.20213822,0.18288787,0.3256524,0.3133719,0.79502094,0.8084951,0.7495819,0.794025,0.71827924,-0.03857341,-0.4619212,0.51886016,-0.412784,-0.64318854,-0.64203864,-0.06086242,-0.2715127,0.8995264,-0.3416889,0.019540034,0.3503375,0.62309694,0.4986185,0.48569396,0.45640317,0.89217055,-0.42181772,0.100218624,-0.1267192,0.8874767,0.45523286,-0.07154615,-0.0054156557,0.9177551,0.39705193,0.007894297,-0.003593548,0.8602233,-0.43779853,-0.22237326,-0.13747177,0.87688726,0.41799152,0.23737174,-0.0025497878,0.89246404,0.44803423,0.02360891,-0.04707324
61,5.083,0.007215712,0.0,0.8410639,0.98862964,-0.0439075,0.031916186,0.14023152,0.9999615,2.0550355e-09,1.4959116e-09,-0.008777834,1.0,0.0,-9.62965e-35,-6.505213e-19,1.0,0.0,-9.62965e-35,-6.505213e-19,0.9942025,0.00042725418,-0.106707215,0.013222289,0.6247457,0.13189244,0.71331763,-0.28892058,0.97685236,0.16223593,-0.009092778,-0.13912699,-0.9050226,-0.20263657,0.18382567,0.32570022,0.31469566,0.7936917,0.8079488,0.7494244,0.79459995,0.7212428,-0.048895594,-0.49450567,0.4825787,-0.38534278,-0.64260465,-0.6578092,-0.076533064,-0.25237975,0.9309032,-0.26402757,-0.003628026,0.23965682,0.58629376,0.53246903,0.51311016,0.4753727,0.88905597,-0.42663372,0.09575073,-0.13562815,0.88349915,0.46473095,-0.058748662,-0.0017206694,0.9145642,0.40443215,0.0016002472,-0.0021065841,0.854479,-0.44757742,-0.21998285,-0.14542225,0.8711154,0.43030116,0.23658867,-0.004972211,0.8900989,0.45424446,0.024361888,-0.028148737
62,5.167,0.007802639,0.0,0.8416862,0.9882341,-0.041724093,0.030628093,0.14392474,0.99995095,-8.565975e-09,3.082441e-09,-0.0099044535,1.0,0.0,-3.85186e-34,-4.98733e-18,1.0,0.0,-3.85186e-34,-4.98733e-18,0.99375707,0.02001401,-0.10694518,0.024679674,0.6240875,0.1323104,0.7178745,-0.27868417,0.974313,0.17142473,-0.0106944535,-0.14564784,-0.9044329,-0.20805268,0.18282403,0.32448512,0.32020834,0.7931176,0.8081792,0.74842966,0.7960042,0.71129453,-0.05806405,-0.55498236,0.42741457,-0.30310172,-0.6483358,-0.69086176,-0.10246971,-0.22127917,0.96389395,-0.14803891,0.0053304653,0.27303603,0.5591456,0.5591147,0.53181565,0.4664751,0.88958406,-0.42381507,0.09918341,-0.1385051,0.88425946,0.46325183,-0.059007656,-0.0010281819,0.9157543,0.40171352,0.0006054278,-0.0044638384,0.8612325,-0.4330816,-0.22082396,-0.14817421,0.8774725,0.41338396,0.24321368,-0.0016531543,0.8909586,0.45281357,0.018367393,-0.028553236
63,5.25,0.007048976,0.0,0.8422399,0.98704726,-0.028700557,0.029711775,0.15502015,0.99999464,1.152803e-09,-1.836647e-09,-0.0032749157,1.0,0.0,5.77779e-34,3.3610267e-18,1.0,0.0,5.77779e-34,3.3610267e-18,0.99321973,0.028437898,-0.10513462,0.04065142,0.6277593,0.13639136,0.71391004,-0.2786541,0.96996045,0.1826968,0.0020044174,-0.16060679,-0.900265,-0.21839422,0.19373098,0.3229477,0.32002455,0.7935982,0.809706,0.751452,0.79846525,0.7036899,-0.08288863,-0.6004692,0.37065724,-0.25142628,-0.64665,-0.70855397,-0.12876272,-0.20517924,0.9763234,-0.05610788,-0.039319072,0.28915882,0.55767304,0.547553,0.5133467,0.43103093,0.88671505,-0.4297229,0.08139559,-0.14983116,0.8835168,0.46805525,-0.013535025,0.011798559,0.917193,0.3977149,-0.023062402,0.006926001,0.8578965,-0.4380171,-0.21986727,-0.15431462,0.87639135,0.40467024,0.26105392,0.005569223,0.8920463,0.45179817,0.0030910438,-0.0110570425
64,5.333,0.006470436,0.0,0.84262294,0.986687,-0.018500369,0.025435995,0.15956031,0.9999934,-1.6380586e-10,4.808691e-09,-0.0036311217,1.0,0.0,1.540744e-33,1.2143064e-17,1.0,0.0,1.540744e-33,1.2143064e-17,0.9930448,0.047049437,-0.08995907,0.059630316,0.6228684,0.13263674,0.7207547,-0.27377936,0.9654157,0.19898117,-0.016641296,-0.16763683,-0.9018766,-0.21417294,0.18475021,0.3265208,0.320689,0.7999794,0.8105214,0.75349945,0.80457157,0.6907343,-0.09611121,-0.6373742,0.32772374,-0.17402439,-0.6556653,-0.71522754,-0.16813113,-0.20355426,0.97707963,-0.054257758,-0.030612515,0.32871488,0.5416761,0.5379823,0.5008622,0.4240651,0.8824624,-0.4367622,0.08534505,-0.15236497,0.88090754,0.4730054,-0.00979517,0.013109535,0.921111,0.38840026,-0.025272453,0.007817787,0.8557947,-0.44478545,-0.21471049,-0.15388532,0.8770046,0.39962715,0.26661307,0.008861363,0.89327574,0.44947216,-0.0027651396,-0.005064416
65,5.417,0.0065190364,0.0,0.84307724,0.9861875,-0.0055530192,0.022814656,0.16395994,0.9999967,-4.90885e-10,-1.7006953e-09,-0.0025715563,1.0,0.0,1.540744e-33,8.348357e-18,1.0,0.0,1.540744e-33,8.348357e-18,0.9935173,0.048884925,-0.081255555,0.062699586,0.62088037,0.12849823,0.7262791,-0.2655457,0.9591387,0.21729673,-0.027838891,-0.17905319,-0.90352905,-0.1963794,0.18281868,0.33413735,0.31996414,0.80607957,0.80989957,0.7579948,0.81502295,0.684761,-0.110627584,-0.65881276,0.2912553,-0.1200007,-0.6641373,-0.704802,-0.21857633,-0.23325576,0.9709216,-0.053461436,-0.0067042103,0.3625742,0.4905418,0.5468919,0.49774468,0.42761505,0.8779907,-0.44375917,0.0891997,-0.15573528,0.88188916,0.47117773,-0.0069401097,0.014657387,0.92527,0.37786105,-0.02841182,0.017005596,0.85072625,-0.45669323,-0.21030825,-0.15318806,0.87771505,0.39630774,0.2691336,0.011114938,0.8926994,0.45060533,-0.0056141256,-0.0033263285
66,5.5,0.0038615486,0.0,0.8423331,0.9852097,0.0041294317,0.030165862,0.1686264,0.9999906,-1.52523e-10,8.2359575e-10,-0.0043407492,1.0,0.0,-2.311116e-33,-1.2075302e-17,1.0,0.0,-2.311116e-33,-1.2075302e-17,0.9936592,0.03789499,-0.08619976,0.061441034,0.62573284,0.12537909,0.7148951,-0.2857682,0.95829695,0.21889868,-0.029704548,-0.18129528,-0.9094994,-0.17860487,0.17808351,0.33045024,0.32418743,0.8106636,0.80930364,0.76250285,0.82653147,0.6787937,-0.12273584,-0.66890776,0.27701506,-0.10270666,-0.68595135,-0.6627416,-0.2823041,-0.2831529,0.95451635,-0.08912181,0.027932568,0.38603896,0.4593416,0.55802035,0.50194365,0.43528658,0.8686966,-0.4614619,0.07620256,-0.16313303,0.87809837,0.4780306,0.009802952,0.01827394,0.9245993,0.3780328,-0.035213266,0.031103235,0.8298976,-0.48919865,-0.21813987,-0.15610783,0.86377347,0.42417547,0.27188048,0.0071838126,0.8921922,0.45163453,-0.0001431294,-0.004403809
67,5.583,-0.0009763577,0.0,0.8405138,0.9843906,0.010495305,0.041346718,0.17074965,0.99999964,-1.0209773e-09,-1.7834418e-09,-0.00082368613,1.0,0.0,5.77779e-34,2.981556e-18,1.0,0.0,5.77779e-34,2.981556e-18,0.9934055,0.024759067,-0.1015411,0.047136184,0.63160443,0.12730257,0.7032957,-0.30040812,0.954988,0.22728601,-0.051470883,-0.18354754,-0.9190654,-0.13867615,0.15372998,0.3353427,0.3275917,0.81253827,0.8094747,0.7709598,0.8281968,0.6549653,-0.13798234,-0.6954814,0.26131773,-0.06344964,-0.71982485,-0.60118693,-0.34117538,-0.3333791,0.9292418,-0.1404922,0.075033806,0.40045664,0.4451322,0.5664337,0.50767165,0.44200817,0.8526449,-0.49046382,0.06186726,-0.16915765,0.8693328,0.49382567,0.012795168,0.015264445,0.92182285,0.38520777,-0.028468318,0.032360565,0.80755174,-0.5214701,-0.2246379,-0.15958361,0.8464411,0.46026576,0.2677553,6.132377e-05,0.89653957,0.4428944,0.007834447,-0.00018429433
68,5.667,-0.0014764699,0.0,0.838928,0.9845447,0.013219799,0.04349167,0.16913152,0.99999803,-7.365152e-10,1.255823e-09,0.0019809823,1.0,0.0,-1.540744e-33,-8.131516e-18,1.0,0.0,-1.540744e-33,-8.131516e-18,0.99403983,0.024403917,-0.10519531,0.01494028,0.6356381,0.12609877,0.69668347,-0.3077263,0.94724,0.24415272,-0.07014836,-0.19546099,-0.9312051,-0.096371435,0.12956555,0.3267758,0.32638445,0.81047153,0.8030653,0.77402085,0.82208395,0.6313351,-0.14500722,-0.7283678,0.22331426,-0.051246397,-0.74772406,-0.5223648,-0.40671557,-0.52418524,0.8467714,0.017259596,0.08893878,0.28092107,0.4921827,0.82217485,0.8052828,0.7666872,0.8381973,-0.5157041,0.058308944,-0.16755486,0.85226196,0.5221143,0.025088718,0.020416154,0.92460495,0.37837642,-0.03635482,0.024803968,0.79770577,-0.53695536,-0.22463979,-0.15773848,0.8298012,0.48381776,0.27810562,0.0027530757,0.9014466,0.4328706,-0.0031683408,0.0026489184
69,5.75,-0.0015054282,0.0,0.8375157,0.9833952,0.023016265,0.052610684,0.17215155,0.9998156,1.3370001e-09,2.5239475e-09,0.019203309,1.0,0.0,-2.311116e-33,-1.2143064e-17,1.0,0.0,-2.311116e-33,-1.2143064e-17,0.99288875,0.014354423,-0.11546633,-0.025166998,0.6371788,0.13386618,0.6690237,-0.35845554,0.9080409,0.31438503,-0.12691186,-0.24600239,-0.9636406,0.006925918,0.08283277,0.25394407,0.32158694,0.8014848,0.79317003,0.7722766,0.8166579,0.59635514,-0.17284499,-0.7648564,0.171697,-0.15738373,-0.7837008,-0.34105965,-0.49469352,-0.8751004,-0.46805155,0.12126447,0.020543525,0.20397629,0.71638817,1.0149517,1.0043799,0.94644666,0.825208,-0.53632593,0.033633046,-0.17393965,0.8361004,0.5444475,0.060351416,0.029508105,0.9272099,0.3693941,-0.052055005,0.03346735,0.7798709,-0.56085664,-0.22637597,-0.1612299,0.8094736,0.5129248,0.28573996,0.003655835,0.90923816,0.41592222,-0.012460597,0.011807061
