frame,timestamp_ms,vrm_bone,rot_x,rot_y,rot_z,rot_w
51,4250,leftFoot,0.39337,-0.01429,-0.00999,0.91922
51,4250,rightUpperLeg,-0.42196,-0.15948,0.23111,0.86203
51,4250,rightLowerLeg,0.38393,0.00844,-0.26775,0.88365
51,4250,rightFoot,0.46283,-0.02601,-0.00469,0.88605
52,4333,hips,-0.03842,0.15613,-0.03055,0.98652
52,4333,spine,-0.0,-0.01355,-0.0,0.99991
52,4333,chest,0.0,0.0,0.0,1.0
52,4333,neck,0.0,0.0,0.0,1.0
52,4333,head,0.00654,0.01959,0.1126,0.99343
52,4333,leftUpperArm,0.13684,-0.27643,-0.72048,0.62111
52,4333,leftLowerArm,0.18133,-0.14922,0.02379,0.97174
52,4333,leftHand,-0.19745,0.33396,-0.17147,-0.90558
52,4333,rightUpperArm,-0.06087,0.44295,0.52529,0.72399
52,4333,rightLowerArm,-0.64349,-0.10263,0.67138,-0.35302
52,4333,rightHand,0.85264,-0.00777,0.41346,-0.31936
52,4333,leftUpperLeg,-0.42553,-0.14934,-0.10553,0.88628
52,4333,leftLowerLeg,0.46807,-0.00561,0.06852,0.88101
52,4333,leftFoot,0.39356,-0.00554,-0.01001,0.91923
52,4333,rightUpperLeg,-0.42378,-0.15845,0.22871,0.86197
52,4333,rightLowerLeg,0.38512,0.00851,-0.26635,0.88355
52,4333,rightFoot,0.46526,-0.02798,-0.00621,0.88471
53,4417,hips,-0.04164,0.15185,-0.02921,0.98709
53,4417,spine,0.0,-0.01568,-0.0,0.99988
53,4417,chest,0.0,0.0,0.0,1.0
53,4417,neck,0.0,0.0,0.0,1.0
53,4417,head,0.00473,0.01865,0.11291,0.99342
53,4417,leftUpperArm,0.13343,-0.28718,-0.71594,0.62222
53,4417,leftLowerArm,0.16565,-0.13901,0.0181,0.97617
53,4417,leftHand,-0.19722,0.33479,-0.17167,-0.90529
53,4417,rightUpperArm,-0.05109,0.47987,0.4936,0.72352
53,4417,rightLowerArm,-0.64572,-0.07523,0.66062,-0.37546
53,4417,rightHand,0.86237,0.01937,0.4037,-0.30491
53,4417,leftUpperLeg,-0.42303,-0.14474,-0.10493,0.88831
53,4417,leftLowerLeg,0.4662,-0.0049,0.06726,0.8821
53,4417,leftFoot,0.39432,-0.0017,-0.00839,0.91893
53,4417,rightUpperLeg,-0.43076,-0.15456,0.2235,0.86059
53,4417,rightLowerLeg,0.39832,0.00401,-0.25471,0.88117
53,4417,rightFoot,0.4633,-0.03267,-0.014,0.88549
54,4500,hips,-0.04076,0.1473,-0.02798,0.98786
54,4500,spine,0.0,-0.01943,-0.0,0.99981
54,4500,chest,0.0,0.0,0.0,1.0
54,4500,neck,0.0,0.0,0.0,1.0
54,4500,head,-0.00013,0.02036,0.11072,0.99364
54,4500,leftUpperArm,0.12603,-0.30689,-0.70895,0.62236
54,4500,leftLowerArm,0.15999,-0.13551,0.01845,0.9776
54,4500,leftHand,-0.18518,0.32462,-0.16739,-0.91231
54,4500,rightUpperArm,-0.0439,0.51195,0.4636,0.72184
54,4500,rightLowerArm,-0.64461,-0.05971,0.64572,-0.40491
54,4500,rightHand,0.86402,0.03151,0.4131,-0.28604
54,4500,leftUpperLeg,-0.42481,-0.14017,-0.10435,0.88825
54,4500,leftLowerLeg,0.46766,-0.00373,0.06561,0.88146
54,4500,leftFoot,0.39162,0.00015,-0.00625,0.92011
54,4500,rightUpperLeg,-0.44092,-0.14938,0.2197,0.85732
54,4500,rightLowerLeg,0.41194,0.00023,-0.24637,0.87728
54,4500,rightFoot,0.45785,-0.03546,-0.01938,0.88811
55,4583,hips,-0.04157,0.13903,-0.02787,0.98902
55,4583,spine,0.0,-0.02205,0.0,0.99976
55,4583,chest,0.0,-0.0,0.0,1.0
55,4583,neck,0.0,-0.0,0.0,1.0
55,4583,head,0.00232,0.01892,0.10528,0.99426
55,4583,leftUpperArm,0.11788,-0.31225,-0.69779,0.63379
55,4583,leftLowerArm,0.14998,-0.13816,-0.00141,0.97899
55,4583,leftHand,-0.18101,0.31847,-0.17079,-0.91468
55,4583,rightUpperArm,-0.03476,0.54573,0.42771,0.71975
55,4583,rightLowerArm,-0.63947,-0.04771,0.62617,-0.44353
55,4583,rightHand,0.86824,0.03282,0.38822,-0.30718
55,4583,leftUpperLeg,-0.42631,-0.13342,-0.08889,0.89026
55,4583,leftLowerLeg,0.47108,0.00393,0.04026,0.88116
55,4583,leftFoot,0.38834,0.00476,0.00803,0.92147
55,4583,rightUpperLeg,-0.44636,-0.14211,0.21999,0.85567
55,4583,rightLowerLeg,0.42262,-0.0008,-0.24404,0.87283
55,4583,rightFoot,0.45229,-0.0347,-0.01936,0.89099
56,4667,hips,-0.04421,0.13269,-0.02829,0.98977
56,4667,spine,-0.0,-0.02613,0.0,0.99966
56,4667,chest,0.0,-0.0,0.0,1.0
56,4667,neck,0.0,-0.0,0.0,1.0
56,4667,head,0.00342,0.01394,0.10232,0.99465
56,4667,leftUpperArm,0.11238,-0.30686,-0.6995,0.63554
56,4667,leftLowerArm,0.15112,-0.13846,-0.00036,0.97877
56,4667,leftHand,-0.17956,0.31387,-0.17109,-0.9165
56,4667,rightUpperArm,-0.02773,0.55551,0.41878,0.71782
56,4667,rightLowerArm,-0.63505,-0.04819,0.6226,-0.45471
56,4667,rightHand,0.85797,0.05342,0.39028,-0.32972
56,4667,leftUpperLeg,-0.4199,-0.12785,-0.08984,0.89402
56,4667,leftLowerLeg,0.45662,0.00124,0.04896,0.88832
56,4667,leftFoot,0.38894,0.00071,0.00408,0.92125
56,4667,rightUpperLeg,-0.44007,-0.13769,0.22293,0.85888
56,4667,rightLowerLeg,0.41788,-0.00041,-0.24258,0.87552
56,4667,rightFoot,0.4509,-0.04019,-0.02021,0.89144
57,4750,hips,-0.04211,0.13185,-0.03001,0.98992
57,4750,spine,0.0,-0.02179,0.0,0.99976
57,4750,chest,0.0,-0.0,0.0,1.0
57,4750,neck,0.0,-0.0,0.0,1.0
57,4750,head,0.00199,0.00462,0.0995,0.99502
57,4750,leftUpperArm,0.11363,-0.31168,-0.69218,0.64097
57,4750,leftLowerArm,0.14657,-0.14014,-0.01007,0.97917
57,4750,leftHand,-0.18534,0.31229,-0.17652,-0.91486
57,4750,rightUpperArm,-0.02866,0.57524,0.38576,0.72074
57,4750,rightLowerArm,-0.63039,-0.03763,0.60571,-0.48406
57,4750,rightHand,0.85883,0.05617,0.39229,-0.3246
57,4750,leftUpperLeg,-0.4275,-0.12842,-0.07713,0.89152
57,4750,leftLowerLeg,0.46881,0.00729,0.02732,0.88285
57,4750,leftFoot,0.38933,0.01003,0.01474,0.92093
57,4750,rightUpperLeg,-0.4429,-0.13715,0.22664,0.85654
57,4750,rightLowerLeg,0.42053,0.00122,-0.24863,0.87255
57,4750,rightFoot,0.44832,-0.03788,-0.01591,0.89293
58,4833,hips,-0.0442,0.12952,-0.03103,0.99011
58,4833,spine,0.0,-0.02033,0.0,0.99979
58,4833,chest,0.0,0.0,-0.0,1.0
58,4833,neck,0.0,0.0,-0.0,1.0
58,4833,head,0.00097,0.00106,0.09894,0.99509
58,4833,leftUpperArm,0.11488,-0.31111,-0.6958,0.63709
58,4833,leftLowerArm,0.14431,-0.13227,0.00066,0.98065
58,4833,leftHand,-0.18647,0.31676,-0.17392,-0.91359
58,4833,rightUpperArm,-0.02884,0.56838,0.39968,0.71859
58,4833,rightLowerArm,-0.63158,-0.04829,0.60612,-0.48104
58,4833,rightHand,0.843,0.03069,0.4251,-0.32818
58,4833,leftUpperLeg,-0.4263,-0.12626,-0.08409,0.89177
58,4833,leftLowerLeg,0.45998,0.00201,0.04471,0.8868
58,4833,leftFoot,0.39109,0.00254,0.00573,0.92033
58,4833,rightUpperLeg,-0.44187,-0.13608,0.22398,0.85794
58,4833,rightLowerLeg,0.42234,-0.002,-0.23836,0.87454
58,4833,rightFoot,0.44664,-0.04208,-0.02211,0.89345
59,4917,hips,-0.04224,0.13112,-0.03121,0.98997
59,4917,spine,-0.0,-0.01622,-0.0,0.99987
59,4917,chest,0.0,-0.0,0.0,1.0
59,4917,neck,0.0,-0.0,0.0,1.0
59,4917,head,-0.00383,0.00531,0.09979,0.99499
59,4917,leftUpperArm,0.11784,-0.31604,-0.6972,0.63257
59,4917,leftLowerArm,0.14487,-0.12919,0.00718,0.98095
59,4917,leftHand,-0.18378,0.31899,-0.17642,-0.91288
59,4917,rightUpperArm,-0.03519,0.55114,0.42386,0.71788
59,4917,rightLowerArm,-0.6391,-0.04974,0.6215,-0.45035
59,4917,rightHand,0.85916,-0.0001,0.40693,-0.31024
59,4917,leftUpperLeg,-0.42852,-0.12762,-0.08861,0.89008
59,4917,leftLowerLeg,0.46032,-0.00032,0.05257,0.88619
59,4917,leftFoot,0.39552,0.00511,0.0015,0.91844
59,4917,rightUpperLeg,-0.44439,-0.13702,0.22513,0.85619
59,4917,rightLowerLeg,0.42338,-0.0026,-0.23942,0.87374
59,4917,rightFoot,0.4465,-0.04548,-0.02299,0.89333
60,5000,hips,-0.04459,0.13176,-0.02927,0.98985
60,5000,spine,-0.0,-0.01153,-0.0,0.99993
60,5000,chest,0.0,0.0,0.0,1.0
60,5000,neck,0.0,0.0,0.0,1.0
60,5000,head,-0.00375,0.00996,0.10015,0.99492
60,5000,leftUpperArm,0.12308,-0.29956,-0.70793,0.62765
60,5000,leftLowerArm,0.1456,-0.12922,0.00193,0.98087
60,5000,leftHand,-0.20214,0.32565,-0.18289,-0.90534
60,5000,rightUpperArm,-0.03857,0.51886,0.46192,0.71828
60,5000,rightLowerArm,-0.64319,-0.06086,0.64204,-0.41278
60,5000,rightHand,0.89953,0.01954,0.34169,-0.27151
60,5000,leftUpperLeg,-0.42182,-0.12672,-0.10022,0.89217
60,5000,leftLowerLeg,0.45523,-0.00542,0.07155,0.88748
60,5000,leftFoot,0.39705,-0.00359,-0.00789,0.91776
60,5000,rightUpperLeg,-0.4378,-0.13747,0.22237,0.86022
60,5000,rightLowerLeg,0.41799,-0.00255,-0.23737,0.87689
60,5000,rightFoot,0.44803,-0.04707,-0.02361,0.89246
61,5083,hips,-0.04391,0.14023,-0.03192,0.98863
61,5083,spine,0.0,-0.00878,-0.0,0.99996
61,5083,chest,0.0,-0.0,0.0,1.0
61,5083,neck,0.0,-0.0,0.0,1.0
61,5083,head,0.00043,0.01322,0.10671,0.9942
61,5083,leftUpperArm,0.13189,-0.28892,-0.71332,0.62475
61,5083,leftLowerArm,0.16224,-0.13913,0.00909,0.97685
61,5083,leftHand,-0.20264,0.3257,-0.18383,-0.90502
61,5083,rightUpperArm,-0.0489,0.48258,0.49451,0.72124
61,5083,rightLowerArm,-0.6426,-0.07653,0.65781,-0.38534
61,5083,rightHand,0.9309,-0.00363,0.26403,-0.25238
61,5083,leftUpperLeg,-0.42663,-0.13563,-0.09575,0.88906
61,5083,leftLowerLeg,0.46473,-0.00172,0.05875,0.8835
61,5083,leftFoot,0.40443,-0.00211,-0.0016,0.91456
61,5083,rightUpperLeg,-0.44758,-0.14542,0.21998,0.85448
61,5083,rightLowerLeg,0.4303,-0.00497,-0.23659,0.87112
61,5083,rightFoot,0.45424,-0.02815,-0.02436,0.8901
62,5167,hips,-0.04172,0.14392,-0.03063,0.98823
62,5167,spine,-0.0,-0.0099,-0.0,0.99995
62,5167,chest,0.0,-0.0,0.0,1.0
62,5167,neck,0.0,-0.0,0.0,1.0
62,5167,head,0.02001,0.02468,0.10695,0.99376
62,5167,leftUpperArm,0.13231,-0.27868,-0.71787,0.62409
62,5167,leftLowerArm,0.17142,-0.14565,0.01069,0.97431
62,5167,leftHand,-0.20805,0.32449,-0.18282,-0.90443
62,5167,rightUpperArm,-0.05806,0.42741,0.55498,0.71129
62,5167,rightLowerArm,-0.64834,-0.10247,0.69086,-0.3031
62,5167,rightHand,0.96389,0.00533,0.14804,-0.22128
62,5167,leftUpperLeg,-0.42382,-0.13851,-0.09918,0.88958
62,5167,leftLowerLeg,0.46325,-0.00103,0.05901,0.88426
62,5167,leftFoot,0.40171,-0.00446,-0.00061,0.91575
62,5167,rightUpperLeg,-0.43308,-0.14817,0.22082,0.86123
62,5167,rightLowerLeg,0.41338,-0.00165,-0.24321,0.87747
62,5167,rightFoot,0.45281,-0.02855,-0.01837,0.89096
63,5250,hips,-0.0287,0.15502,-0.02971,0.98705
63,5250,spine,0.0,-0.00327,0.0,0.99999
63,5250,chest,0.0,0.0,0.0,1.0
63,5250,neck,0.0,0.0,0.0,1.0
63,5250,head,0.02844,0.04065,0.10513,0.99322
63,5250,leftUpperArm,0.13639,-0.27865,-0.71391,0.62776
63,5250,leftLowerArm,0.1827,-0.16061,-0.002,0.96996
63,5250,leftHand,-0.21839,0.32295,-0.19373,-0.90026
63,5250,rightUpperArm,-0.08289,0.37066,0.60047,0.70369
63,5250,rightLowerArm,-0.64665,-0.12876,0.70855,-0.25143
63,5250,rightHand,0.97632,-0.03932,0.05611,-0.20518
63,5250,leftUpperLeg,-0.42972,-0.14983,-0.0814,0.88672
63,5250,leftLowerLeg,0.46806,0.0118,0.01354,0.88352
63,5250,leftFoot,0.39771,0.00693,0.02306,0.91719
63,5250,rightUpperLeg,-0.43802,-0.15431,0.21987,0.8579
63,5250,rightLowerLeg,0.40467,0.00557,-0.26105,0.87639
63,5250,rightFoot,0.4518,-0.01106,-0.00309,0.89205
64,5333,hips,-0.0185,0.15956,-0.02544,0.98669
64,5333,spine,-0.0,-0.00363,-0.0,0.99999
64,5333,chest,0.0,0.0,0.0,1.0
64,5333,neck,0.0,0.0,0.0,1.0
64,5333,head,0.04705,0.05963,0.08996,0.99304
64,5333,leftUpperArm,0.13264,-0.27378,-0.72075,0.62287
64,5333,leftLowerArm,0.19898,-0.16764,0.01664,0.96542
64,5333,leftHand,-0.21417,0.32652,-0.18475,-0.90188
64,5333,rightUpperArm,-0.09611,0.32772,0.63737,0.69073
64,5333,rightLowerArm,-0.65567,-0.16813,0.71523,-0.17402
64,5333,rightHand,0.97708,-0.03061,0.05426,-0.20355
64,5333,leftUpperLeg,-0.43676,-0.15236,-0.08535,0.88246
64,5333,leftLowerLeg,0.47301,0.01311,0.0098,0.88091
64,5333,leftFoot,0.3884,0.00782,0.02527,0.92111
64,5333,rightUpperLeg,-0.44479,-0.15389,0.21471,0.85579
64,5333,rightLowerLeg,0.39963,0.00886,-0.26661,0.877
64,5333,rightFoot,0.44947,-0.00506,0.00277,0.89328
65,5417,hips,-0.00555,0.16396,-0.02281,0.98619
65,5417,spine,-0.0,-0.00257,0.0,1.0
65,5417,chest,0.0,0.0,0.0,1.0
65,5417,neck,0.0,0.0,0.0,1.0
65,5417,head,0.04888,0.0627,0.08126,0.99352
65,5417,leftUpperArm,0.1285,-0.26555,-0.72628,0.62088
65,5417,leftLowerArm,0.2173,-0.17905,0.02784,0.95914
65,5417,leftHand,-0.19638,0.33414,-0.18282,-0.90353
65,5417,rightUpperArm,-0.11063,0.29126,0.65881,0.68476
65,5417,rightLowerArm,-0.66414,-0.21858,0.7048,-0.12
65,5417,rightHand,0.97092,-0.0067,0.05346,-0.23326
65,5417,leftUpperLeg,-0.44376,-0.15574,-0.0892,0.87799
65,5417,leftLowerLeg,0.47118,0.01466,0.00694,0.88189
65,5417,leftFoot,0.37786,0.01701,0.02841,0.92527
65,5417,rightUpperLeg,-0.45669,-0.15319,0.21031,0.85073
65,5417,rightLowerLeg,0.39631,0.01111,-0.26913,0.87772
65,5417,rightFoot,0.45061,-0.00333,0.00561,0.8927
66,5500,hips,0.00413,0.16863,-0.03017,0.98521
66,5500,spine,-0.0,-0.00434,-0.0,0.99999
66,5500,chest,0.0,-0.0,0.0,1.0
66,5500,neck,0.0,-0.0,0.0,1.0
66,5500,head,0.03789,0.06144,0.0862,0.99366
66,5500,leftUpperArm,0.12538,-0.28577,-0.7149,0.62573
66,5500,leftLowerArm,0.2189,-0.1813,0.0297,0.9583
66,5500,leftHand,-0.1786,0.33045,-0.17808,-0.9095
66,5500,rightUpperArm,-0.12274,0.27702,0.66891,0.67879
66,5500,rightLowerArm,-0.68595,-0.2823,0.66274,-0.10271
66,5500,rightHand,0.95452,0.02793,0.08912,-0.28315
66,5500,leftUpperLeg,-0.46146,-0.16313,-0.0762,0.8687
66,5500,leftLowerLeg,0.47803,0.01827,-0.0098,0.8781
66,5500,leftFoot,0.37803,0.0311,0.03521,0.9246
66,5500,rightUpperLeg,-0.4892,-0.15611,0.21814,0.8299
66,5500,rightLowerLeg,0.42418,0.00718,-0.27188,0.86377
66,5500,rightFoot,0.45163,-0.0044,0.00014,0.89219
67,5583,hips,0.0105,0.17075,-0.04135,0.98439
67,5583,spine,-0.0,-0.00082,0.0,1.0
67,5583,chest,0.0,0.0,0.0,1.0
67,5583,neck,0.0,0.0,0.0,1.0
67,5583,head,0.02476,0.04714,0.10154,0.99341
67,5583,leftUpperArm,0.1273,-0.30041,-0.7033,0.6316
67,5583,leftLowerArm,0.22729,-0.18355,0.05147,0.95499
67,5583,leftHand,-0.13868,0.33534,-0.15373,-0.91907
67,5583,rightUpperArm,-0.13798,0.26132,0.69548,0.65497
67,5583,rightLowerArm,-0.71982,-0.34118,0.60119,-0.06345
67,5583,rightHand,0.92924,0.07503,0.14049,-0.33338
67,5583,leftUpperLeg,-0.49046,-0.16916,-0.06187,0.85264
67,5583,leftLowerLeg,0.49383,0.01526,-0.0128,0.86933
67,5583,leftFoot,0.38521,0.03236,0.02847,0.92182
67,5583,rightUpperLeg,-0.52147,-0.15958,0.22464,0.80755
67,5583,rightLowerLeg,0.46027,6e-05,-0.26776,0.84644
67,5583,rightFoot,0.44289,-0.00018,-0.00783,0.89654
68,5667,hips,0.01322,0.16913,-0.04349,0.98454
68,5667,spine,-0.0,0.00198,-0.0,1.0
68,5667,chest,0.0,-0.0,0.0,1.0
68,5667,neck,0.0,-0.0,0.0,1.0
68,5667,head,0.0244,0.01494,0.1052,0.99404
68,5667,leftUpperArm,0.1261,-0.30773,-0.69668,0.63564
68,5667,leftLowerArm,0.24415,-0.19546,0.07015,0.94724
68,5667,leftHand,-0.09637,0.32678,-0.12957,-0.93121
68,5667,rightUpperArm,-0.14501,0.22331,0.72837,0.63134
68,5667,rightLowerArm,-0.74772,-0.40672,0.52236,-0.05125
68,5667,rightHand,0.84677,0.08894,-0.01726,-0.52419
68,5667,leftUpperLeg,-0.5157,-0.16755,-0.05831,0.8382
68,5667,leftLowerLeg,0.52211,0.02042,-0.02509,0.85226
68,5667,leftFoot,0.37838,0.0248,0.03635,0.9246
68,5667,rightUpperLeg,-0.53696,-0.15774,0.22464,0.79771
68,5667,rightLowerLeg,0.48382,0.00275,-0.27811,0.8298
68,5667,rightFoot,0.43287,0.00265,0.00317,0.90145
69,5750,hips,0.02302,0.17215,-0.05261,0.9834
69,5750,spine,0.0,0.0192,-0.0,0.99982
69,5750,chest,0.0,-0.0,0.0,1.0
69,5750,neck,0.0,-0.0,0.0,1.0
69,5750,head,0.01435,-0.02517,0.11547,0.99289
69,5750,leftUpperArm,0.13387,-0.35846,-0.66902,0.63718
69,5750,leftLowerArm,0.31439,-0.246,0.12691,0.90804
69,5750,leftHand,0.00693,0.25394,-0.08283,-0.96364
69,5750,rightUpperArm,-0.17284,0.1717,0.76486,0.59636
69,5750,rightLowerArm,-0.7837,-0.49469,0.34106,-0.15738
69,5750,rightHand,-0.46805,0.02054,-0.12126,-0.8751
69,5750,leftUpperLeg,-0.53633,-0.17394,-0.03363,0.82521
69,5750,leftLowerLeg,0.54445,0.02951,-0.06035,0.8361
69,5750,leftFoot,0.36939,0.03347,0.05206,0.92721
69,5750,rightUpperLeg,-0.56086,-0.16123,0.22638,0.77987
69,5750,rightLowerLeg,0.51292,0.00366,-0.28574,0.80947
69,5750,rightFoot,0.41592,0.01181,0.01246,0.90924
70,5833,hips,0.04233,0.17378,-0.06115,0.98197
70,5833,spine,-0.0,0.04407,-0.0,0.99903
70,5833,chest,0.0,-0.0,0.0,1.0
70,5833,neck,0.0,-0.0,0.0,1.0
70,5833,head,-0.00934,-0.06913,0.1293,0.98915
70,5833,leftUpperArm,0.1403,-0.41243,-0.64686,0.62593
70,5833,leftLowerArm,0.35137,-0.26547,0.16267,0.88295
70,5833,leftHand,0.0634,0.21711,-0.05879,-0.97231
70,5833,rightUpperArm,-0.21068,0.11751,0.79927,0.55043
70,5833,rightLowerArm,-0.66092,-0.48477,-0.05349,-0.57037
70,5833,rightHand,-0.90959,0.15688,-0.03009,-0.38358
70,5833,leftUpperLeg,-0.57665,-0.17768,-0.01562,0.79728
70,5833,leftLowerLeg,0.57785,0.03534,-0.08444,0.811
70,5833,leftFoot,0.3618,0.02891,0.06115,0.9298
70,5833,rightUpperLeg,-0.58534,-0.16092,0.23228,0.75995
70,5833,rightLowerLeg,0.53724,0.00304,-0.29494,0.79018
70,5833,rightFoot,0.39814,0.01703,0.02047,0.91694
71,5917,hips,0.07268,0.17749,-0.07146,0.97883
71,5917,spine,0.0,0.08063,0.0,0.99674
71,5917,chest,0.0,-0.0,0.0,1.0
71,5917,neck,0.0,-0.0,0.0,1.0
71,5917,head,-0.04839,-0.10891,0.15385,0.98088
71,5917,leftUpperArm,0.15092,-0.46921,-0.6305,0.59962
71,5917,leftLowerArm,0.36829,-0.26107,0.18916,0.87202
71,5917,leftHand,0.09807,0.21058,-0.04708,-0.97151
71,5917,rightUpperArm,-0.26304,0.08329,0.80799,0.52059
71,5917,rightLowerArm,-0.32549,-0.28015,-0.2924,-0.85444
71,5917,rightHand,-0.29367,-0.13653,0.27518,-0.9052
71,5917,leftUpperLeg,-0.62155,-0.1833,0.00241,0.76162
71,5917,leftLowerLeg,0.60985,0.03716,-0.10252,0.78498
71,5917,leftFoot,0.36179,0.01901,0.06443,0.92983
71,5917,rightUpperLeg,-0.62086,-0.15958,0.24085,0.72874
71,5917,rightLowerLeg,0.55899,0.00011,-0.30162,0.77237
71,5917,rightFoot,0.40116,0.03099,0.02109,0.91524
72,6000,hips,0.08871,0.18441,-0.08337,0.97528
72,6000,spine,0.0,0.09905,-0.0,0.99508
72,6000,chest,0.0,-0.0,0.0,1.0
72,6000,neck,0.0,-0.0,0.0,1.0
72,6000,head,-0.07096,-0.13359,0.17275,0.97328
72,6000,leftUpperArm,0.16329,-0.49791,-0.62331,0.58043
72,6000,leftLowerArm,0.3584,-0.2363,0.20216,0.88025
72,6000,leftHand,0.09061,0.23262,-0.03959,-0.96753
72,6000,rightUpperArm,-0.2942,0.06736,0.80787,0.50621
72,6000,rightLowerArm,-0.15219,-0.1603,-0.31794,-0.92199
72,6000,rightHand,-0.47892,-0.28507,0.25676,-0.78959
72,6000,leftUpperLeg,-0.64539,-0.19285,0.02208,0.73878
72,6000,leftLowerLeg,0.63002,0.04124,-0.12604,0.76517
72,6000,leftFoot,0.36201,0.01449,0.07296,0.9292
72,6000,rightUpperLeg,-0.63444,-0.16648,0.24801,0.71293
72,6000,rightLowerLeg,0.57207,-0.00345,-0.30569,0.76111
72,6000,rightFoot,0.40211,0.03836,0.02236,0.91451
73,6083,hips,0.10299,0.19002,-0.09888,0.97134
73,6083,spine,0.0,0.12175,-0.0,0.99256
73,6083,chest,0.0,0.0,0.0,1.0
73,6083,neck,0.0,0.0,0.0,1.0
73,6083,head,-0.09722,-0.16837,0.19038,0.96227
73,6083,leftUpperArm,0.17862,-0.51879,-0.6142,0.5672
73,6083,leftLowerArm,0.35247,-0.21858,0.21845,0.88333
73,6083,leftHand,0.08731,0.25367,-0.03843,-0.96258
73,6083,rightUpperArm,-0.32769,0.049,0.81267,0.47936
73,6083,rightLowerArm,-0.09485,-0.1079,-0.29622,-0.94425
73,6083,rightHand,-0.53443,-0.34242,0.2388,-0.73492
73,6083,leftUpperLeg,-0.6592,-0.20406,0.04145,0.72256
73,6083,leftLowerLeg,0.64649,0.04235,-0.14121,0.74855
73,6083,leftFoot,0.35543,0.01337,0.07814,0.93133
73,6083,rightUpperLeg,-0.6458,-0.1756,0.25291,0.69867
73,6083,rightLowerLeg,0.58256,-0.00649,-0.30231,0.75445
73,6083,rightFoot,0.39868,0.05099,0.02133,0.91542
74,6167,hips,0.11615,0.20034,-0.11247,0.96629
74,6167,spine,0.0,0.14923,0.0,0.9888
74,6167,chest,0.0,0.0,-0.0,1.0
74,6167,neck,0.0,0.0,-0.0,1.0
74,6167,head,-0.12143,-0.20438,0.19844,0.95084
74,6167,leftUpperArm,0.19885,-0.50391,-0.61843,0.56928
74,6167,leftLowerArm,0.35287,-0.2143,0.25931,0.87311
74,6167,leftHand,0.07587,0.30439,-0.01903,-0.94933
74,6167,rightUpperArm,-0.36674,0.01602,0.81458,0.44912
74,6167,rightLowerArm,-0.06924,-0.07478,-0.26875,-0.9578
74,6167,rightHand,-0.56575,-0.38485,0.22257,-0.69446
74,6167,leftUpperLeg,-0.65568,-0.2182,0.0618,0.72018
74,6167,leftLowerLeg,0.63538,0.04367,-0.1597,0.75424
74,6167,leftFoot,0.35221,0.00903,0.08566,0.93195
74,6167,rightUpperLeg,-0.64284,-0.19012,0.24743,0.69957
74,6167,rightLowerLeg,0.5776,-0.01048,-0.28477,0.76497
74,6167,rightFoot,0.3983,0.06269,0.01576,0.91497
75,6250,hips,0.11012,0.20999,-0.12591,0.96329
75,6250,spine,0.0,0.17387,0.0,0.98477
75,6250,chest,0.0,-0.0,0.0,1.0
75,6250,neck,0.0,-0.0,0.0,1.0
75,6250,head,-0.12258,-0.24803,0.21058,0.93761
75,6250,leftUpperArm,0.22858,-0.48631,-0.61993,0.57179
75,6250,leftLowerArm,0.34922,-0.2152,0.26608,0.87232
75,6250,leftHand,0.0485,0.33227,-0.0176,-0.94177
75,6250,rightUpperArm,-0.39105,-0.04339,0.82119,0.41333
75,6250,rightLowerArm,-0.0496,-0.04601,-0.25731,-0.96396
75,6250,rightHand,-0.59571,-0.42216,0.19977,-0.65345
75,6250,leftUpperLeg,-0.64774,-0.23277,0.07952,0.72107
75,6250,leftLowerLeg,0.62522,0.04611,-0.17622,0.75889
75,6250,leftFoot,0.35836,0.00876,0.0911,0.92908
75,6250,rightUpperLeg,-0.64252,-0.20783,0.24393,0.69604
75,6250,rightLowerLeg,0.58084,-0.01355,-0.26991,0.76785
75,6250,rightFoot,0.40446,0.07728,0.00656,0.91126
76,6333,hips,0.10415,0.2188,-0.13795,0.96034
76,6333,spine,0.0,0.19315,-0.0,0.98117
76,6333,chest,0.0,0.0,0.0,1.0
76,6333,neck,0.0,0.0,0.0,1.0
76,6333,head,-0.12225,-0.27872,0.21996,0.92682
76,6333,leftUpperArm,0.252,-0.46039,-0.62144,0.58168
76,6333,leftLowerArm,0.34421,-0.21701,0.28429,0.8681
76,6333,leftHand,0.02281,0.36742,-0.00904,-0.92973
76,6333,rightUpperArm,-0.40932,-0.08769,0.82046,0.38938
76,6333,rightLowerArm,-0.04992,-0.0369,-0.25191,-0.96576
76,6333,rightHand,-0.60738,-0.4428,0.19825,-0.62906
76,6333,leftUpperLeg,-0.64025,-0.2461,0.0946,0.7215
76,6333,leftLowerLeg,0.61629,0.04696,-0.18807,0.76329
76,6333,leftFoot,0.36339,0.01393,0.09294,0.92689
76,6333,rightUpperLeg,-0.63974,-0.22382,0.24213,0.69427
76,6333,rightLowerLeg,0.58018,-0.01643,-0.25701,0.7727
76,6333,rightFoot,0.40803,0.08771,-0.00184,0.90874
77,6417,hips,0.10273,0.22597,-0.14449,0.95787
77,6417,spine,-0.0,0.20387,0.0,0.979
77,6417,chest,0.0,-0.0,0.0,1.0
77,6417,neck,0.0,-0.0,0.0,1.0
77,6417,head,-0.12357,-0.28995,0.2228,0.92251
77,6417,leftUpperArm,0.2639,-0.43638,-0.62366,0.59243
77,6417,leftLowerArm,0.34105,-0.2247,0.2833,0.86772
