frame,timestamp_ms,vrm_bone,rot_x,rot_y,rot_z,rot_w
26,2167,spine,-0.0,0.25636,0.0,0.96658
26,2167,chest,0.0,-0.0,0.0,1.0
26,2167,neck,0.0,-0.0,0.0,1.0
26,2167,head,-0.09866,-0.21272,0.12775,0.96369
26,2167,leftUpperArm,0.33231,-0.48231,-0.59926,0.54574
26,2167,leftLowerArm,0.33107,-0.21653,0.13323,0.90871
26,2167,leftHand,-0.15095,0.34298,-0.17071,-0.91128
26,2167,rightUpperArm,-0.55256,0.07061,0.74485,0.36727
26,2167,rightLowerArm,-0.09203,-0.006,0.19924,0.9756
26,2167,rightHand,0.60578,0.35147,-0.17221,0.69271
26,2167,leftUpperLeg,-0.60582,-0.31891,0.09694,0.72242
26,2167,leftLowerLeg,0.57705,0.03438,-0.17049,0.79797
26,2167,leftFoot,0.34243,0.11695,0.07164,0.92948
26,2167,rightUpperLeg,-0.66682,-0.2842,0.2457,0.6436
26,2167,rightLowerLeg,0.56862,-0.01771,-0.26997,0.77683
26,2167,rightFoot,0.40384,0.1097,-0.00562,0.90821
27,2250,hips,0.13894,0.28697,-0.17429,0.93165
27,2250,spine,-0.0,0.25652,-0.0,0.96654
27,2250,chest,0.0,0.0,0.0,1.0
27,2250,neck,0.0,0.0,0.0,1.0
27,2250,head,-0.10194,-0.21623,0.12877,0.96243
27,2250,leftUpperArm,0.33222,-0.47435,-0.60096,0.55088
27,2250,leftLowerArm,0.3357,-0.22089,0.13094,0.9063
27,2250,leftHand,-0.15895,0.34387,-0.17696,-0.90839
27,2250,rightUpperArm,-0.55498,0.06978,0.74422,0.36505
27,2250,rightLowerArm,-0.0989,-0.00949,0.2018,0.97437
27,2250,rightHand,0.6076,0.3649,-0.17138,0.68433
27,2250,leftUpperLeg,-0.60916,-0.32021,0.10095,0.71847
27,2250,leftLowerLeg,0.57647,0.03554,-0.17761,0.79679
27,2250,leftFoot,0.34423,0.11672,0.07438,0.92863
27,2250,rightUpperLeg,-0.66493,-0.28623,0.24603,0.64452
27,2250,rightLowerLeg,0.56611,-0.01742,-0.26987,0.77871
27,2250,rightFoot,0.40525,0.1085,-0.00481,0.90773
28,2333,hips,0.13625,0.29084,-0.17716,0.9303
28,2333,spine,0.0,0.26174,-0.0,0.96514
28,2333,chest,0.0,0.0,-0.0,1.0
28,2333,neck,0.0,0.0,-0.0,1.0
28,2333,head,-0.10534,-0.22888,0.13506,0.95827
28,2333,leftUpperArm,0.33966,-0.44434,-0.60869,0.56275
28,2333,leftLowerArm,0.33028,-0.21775,0.13031,0.90913
28,2333,leftHand,-0.18994,0.37001,-0.18356,-0.89068
28,2333,rightUpperArm,-0.56166,0.05761,0.74524,0.35472
28,2333,rightLowerArm,-0.11025,-0.01763,0.20152,0.9731
28,2333,rightHand,0.60613,0.38971,-0.16275,0.67398
28,2333,leftUpperLeg,-0.60896,-0.32467,0.10384,0.71622
28,2333,leftLowerLeg,0.57857,0.03605,-0.18224,0.7942
28,2333,leftFoot,0.3483,0.11689,0.07561,0.92699
28,2333,rightUpperLeg,-0.66129,-0.29111,0.24893,0.64497
28,2333,rightLowerLeg,0.56631,-0.0175,-0.27357,0.77727
28,2333,rightFoot,0.40755,0.10908,-0.00335,0.90664
29,2417,hips,0.13268,0.29838,-0.17756,0.92835
29,2417,spine,0.0,0.26215,0.0,0.96503
29,2417,chest,0.0,0.0,-0.0,1.0
29,2417,neck,0.0,0.0,-0.0,1.0
29,2417,head,-0.1018,-0.25266,0.14535,0.95114
29,2417,leftUpperArm,0.34384,-0.42768,-0.60784,0.57393
29,2417,leftLowerArm,0.33418,-0.22436,0.1299,0.90615
29,2417,leftHand,-0.19599,0.38056,-0.18604,-0.88439
29,2417,rightUpperArm,-0.56618,0.04166,0.74684,0.34631
29,2417,rightLowerArm,-0.12422,-0.02751,0.20243,0.971
29,2417,rightHand,0.60902,0.41491,-0.14333,0.66061
29,2417,leftUpperLeg,-0.61493,-0.32905,0.11228,0.7078
29,2417,leftLowerLeg,0.58364,0.03844,-0.20328,0.78522
29,2417,leftFoot,0.35163,0.11605,0.08207,0.92529
29,2417,rightUpperLeg,-0.66391,-0.29868,0.24153,0.64162
29,2417,rightLowerLeg,0.5759,-0.01595,-0.2768,0.76907
29,2417,rightFoot,0.40469,0.1124,0.00091,0.90752
30,2500,hips,0.13327,0.29799,-0.17247,0.92935
30,2500,spine,0.0,0.24968,-0.0,0.96833
30,2500,chest,0.0,-0.0,0.0,1.0
30,2500,neck,0.0,-0.0,0.0,1.0
30,2500,head,-0.09296,-0.25133,0.14267,0.95281
30,2500,leftUpperArm,0.33543,-0.43594,-0.60889,0.57158
30,2500,leftLowerArm,0.35299,-0.23788,0.16781,0.88919
30,2500,leftHand,-0.14449,0.36685,-0.1602,-0.90492
30,2500,rightUpperArm,-0.55358,0.03167,0.75152,0.35744
30,2500,rightLowerArm,-0.1242,-0.0255,0.2347,0.96376
30,2500,rightHand,0.62195,0.41295,-0.13777,0.6509
30,2500,leftUpperLeg,-0.62494,-0.32402,0.11601,0.70072
30,2500,leftLowerLeg,0.59527,0.04379,-0.22538,0.77002
30,2500,leftFoot,0.34236,0.11256,0.09467,0.92798
30,2500,rightUpperLeg,-0.66859,-0.29612,0.23342,0.64095
30,2500,rightLowerLeg,0.58323,-0.01275,-0.27995,0.76244
30,2500,rightFoot,0.39953,0.11191,0.00723,0.90983
31,2583,hips,0.14927,0.29118,-0.15931,0.93142
31,2583,spine,0.0,0.22992,-0.0,0.97321
31,2583,chest,0.0,-0.0,-0.0,1.0
31,2583,neck,0.0,-0.0,-0.0,1.0
31,2583,head,-0.10115,-0.22385,0.1251,0.96125
31,2583,leftUpperArm,0.3116,-0.44436,-0.62365,0.56259
31,2583,leftLowerArm,0.36797,-0.24561,0.19544,0.87526
31,2583,leftHand,-0.10136,0.35384,-0.14386,-0.9186
31,2583,rightUpperArm,-0.53518,0.03929,0.75782,0.37115
31,2583,rightLowerArm,-0.09535,-0.00881,0.26478,0.95954
31,2583,rightHand,0.63228,0.40935,-0.13707,0.64333
31,2583,leftUpperLeg,-0.62682,-0.31194,0.10124,0.70679
31,2583,leftLowerLeg,0.58911,0.04615,-0.21854,0.77657
31,2583,leftFoot,0.3402,0.10657,0.10013,0.92892
31,2583,rightUpperLeg,-0.67907,-0.28013,0.22529,0.64003
31,2583,rightLowerLeg,0.5819,-0.01203,-0.27849,0.764
31,2583,rightFoot,0.39956,0.10484,0.00881,0.91065
32,2667,hips,0.14666,0.28369,-0.15119,0.9355
32,2667,spine,0.0,0.20749,-0.0,0.97824
32,2667,chest,0.0,0.0,-0.0,1.0
32,2667,neck,0.0,0.0,-0.0,1.0
32,2667,head,-0.09659,-0.18844,0.12231,0.96964
32,2667,leftUpperArm,0.29839,-0.46048,-0.63055,0.54892
32,2667,leftLowerArm,0.38692,-0.2455,0.23828,0.8563
32,2667,leftHand,-0.03378,0.32932,-0.11753,-0.93627
32,2667,rightUpperArm,-0.508,0.03924,0.77064,0.38277
32,2667,rightLowerArm,-0.02049,0.03783,0.30631,0.95096
32,2667,rightHand,0.63487,0.36705,-0.15598,0.66172
32,2667,leftUpperLeg,-0.62289,-0.30326,0.09139,0.71532
32,2667,leftLowerLeg,0.58484,0.04954,-0.21439,0.78073
32,2667,leftFoot,0.33946,0.10336,0.10494,0.92902
32,2667,rightUpperLeg,-0.67663,-0.27095,0.22202,0.64766
32,2667,rightLowerLeg,0.57814,-0.01226,-0.27419,0.76839
32,2667,rightFoot,0.39664,0.09609,0.00708,0.9129
33,2750,hips,0.13902,0.27609,-0.1444,0.94
33,2750,spine,0.0,0.18625,-0.0,0.9825
33,2750,chest,0.0,-0.0,0.0,1.0
33,2750,neck,0.0,-0.0,0.0,1.0
33,2750,head,-0.08667,-0.1578,0.12935,0.97512
33,2750,leftUpperArm,0.28717,-0.45045,-0.64445,0.54709
33,2750,leftLowerArm,0.39874,-0.24178,0.28545,0.8373
33,2750,leftHand,0.00242,0.32482,-0.09131,-0.94135
33,2750,rightUpperArm,-0.4762,-0.00698,0.79349,0.3789
33,2750,rightLowerArm,-0.00562,0.036,0.38136,0.92371
33,2750,rightHand,0.69912,0.33414,-0.17036,0.60874
33,2750,leftUpperLeg,-0.62288,-0.29536,0.07983,0.72001
33,2750,leftLowerLeg,0.58539,0.05157,-0.20526,0.78264
33,2750,leftFoot,0.34033,0.09343,0.10547,0.92969
33,2750,rightUpperLeg,-0.6651,-0.26371,0.22283,0.66215
33,2750,rightLowerLeg,0.56993,-0.0129,-0.27087,0.77566
33,2750,rightFoot,0.39557,0.08665,0.00557,0.91432
34,2833,hips,0.12468,0.25966,-0.13481,0.94808
34,2833,spine,-0.0,0.15407,0.0,0.98806
34,2833,chest,0.0,0.0,0.0,1.0
34,2833,neck,0.0,0.0,0.0,1.0
34,2833,head,-0.06535,-0.10591,0.14219,0.98198
34,2833,leftUpperArm,0.2677,-0.42958,-0.66916,0.54408
34,2833,leftLowerArm,0.42595,-0.24697,0.27086,0.82717
34,2833,leftHand,0.01557,0.28232,-0.11164,-0.95267
34,2833,rightUpperArm,-0.42825,0.00855,0.80379,0.41286
34,2833,rightLowerArm,0.09637,0.11503,0.44261,0.88407
34,2833,rightHand,0.63758,0.25181,-0.22779,0.69152
34,2833,leftUpperLeg,-0.61981,-0.28119,0.05366,0.73067
34,2833,leftLowerLeg,0.59645,0.04675,-0.16604,0.7839
34,2833,leftFoot,0.34338,0.07463,0.09086,0.93181
34,2833,rightUpperLeg,-0.64495,-0.24879,0.23124,0.6846
34,2833,rightLowerLeg,0.55645,-0.01777,-0.26401,0.78762
34,2833,rightFoot,0.40202,0.06791,-0.00338,0.9131
35,2917,hips,0.08087,0.2572,-0.13406,0.95359
35,2917,spine,-0.0,0.12245,0.0,0.99247
35,2917,chest,0.0,0.0,0.0,1.0
35,2917,neck,0.0,0.0,0.0,1.0
35,2917,head,-0.01254,-0.07539,0.1716,0.9822
35,2917,leftUpperArm,0.26874,-0.37555,-0.68348,0.56533
35,2917,leftLowerArm,0.43769,-0.25472,0.2752,0.81719
35,2917,leftHand,0.02471,0.26866,-0.11032,-0.95658
35,2917,rightUpperArm,-0.37711,0.00563,0.80786,0.4529
35,2917,rightLowerArm,-0.77816,-0.46076,0.32993,0.27076
35,2917,rightHand,0.8547,0.26106,0.07889,-0.44171
35,2917,leftUpperLeg,-0.60561,-0.28129,0.0493,0.74276
35,2917,leftLowerLeg,0.60035,0.04906,-0.16466,0.78106
35,2917,leftFoot,0.36751,0.06202,0.08982,0.92359
35,2917,rightUpperLeg,-0.61648,-0.25717,0.23511,0.70607
35,2917,rightLowerLeg,0.55485,-0.01983,-0.26159,0.78951
35,2917,rightFoot,0.41549,0.06345,-0.00971,0.90733
36,3000,hips,0.06354,0.25402,-0.12507,0.95697
36,3000,spine,-0.0,0.10129,0.0,0.99486
36,3000,chest,0.0,0.0,0.0,1.0
36,3000,neck,0.0,0.0,0.0,1.0
36,3000,head,0.00915,-0.05378,0.16764,0.98434
36,3000,leftUpperArm,0.25589,-0.36314,-0.68156,0.58148
36,3000,leftLowerArm,0.40333,-0.24366,0.26112,0.84248
36,3000,leftHand,0.00088,0.28726,-0.10133,-0.95248
36,3000,rightUpperArm,-0.34519,0.00626,0.80924,0.47532
36,3000,rightLowerArm,-0.62439,-0.32919,0.53753,0.46134
36,3000,rightHand,0.93811,0.32808,-0.05868,-0.0942
36,3000,leftUpperLeg,-0.6001,-0.27413,0.05024,0.74981
36,3000,leftLowerLeg,0.59944,0.05175,-0.17617,0.77908
36,3000,leftFoot,0.37985,0.05511,0.09377,0.91863
36,3000,rightUpperLeg,-0.60178,-0.2541,0.23505,0.71976
36,3000,rightLowerLeg,0.55064,-0.02025,-0.26471,0.7914
36,3000,rightFoot,0.42211,0.06294,-0.01088,0.90429
37,3083,hips,0.05469,0.24557,-0.11645,0.9608
37,3083,spine,0.0,0.07035,-0.0,0.99752
37,3083,chest,0.0,0.0,0.0,1.0
37,3083,neck,0.0,0.0,0.0,1.0
37,3083,head,0.01462,-0.03597,0.16378,0.98573
37,3083,leftUpperArm,0.22544,-0.38034,-0.66335,0.60373
37,3083,leftLowerArm,0.34773,-0.23349,0.15992,0.89386
37,3083,leftHand,-0.05125,0.27271,-0.15373,-0.94835
37,3083,rightUpperArm,-0.30496,0.04658,0.79743,0.51858
37,3083,rightLowerArm,-0.61807,-0.30884,0.60855,0.39022
37,3083,rightHand,0.93813,0.32516,-0.09865,-0.06674
37,3083,leftUpperLeg,-0.59611,-0.26303,0.04793,0.75708
37,3083,leftLowerLeg,0.59092,0.05161,-0.17442,0.78595
37,3083,leftFoot,0.38953,0.05164,0.09168,0.91498
37,3083,rightUpperLeg,-0.58901,-0.24566,0.23313,0.73373
37,3083,rightLowerLeg,0.53932,-0.01937,-0.2605,0.80056
37,3083,rightFoot,0.42398,0.06833,-0.01329,0.90299
38,3167,hips,0.03863,0.23832,-0.10742,0.96445
38,3167,spine,0.0,0.03756,-0.0,0.99929
38,3167,chest,0.0,-0.0,0.0,1.0
38,3167,neck,0.0,-0.0,0.0,1.0
38,3167,head,0.02106,-0.00516,0.16,0.98688
38,3167,leftUpperArm,0.20323,-0.3665,-0.66231,0.62107
38,3167,leftLowerArm,0.30998,-0.22462,0.10249,0.91812
38,3167,leftHand,-0.09283,0.26916,-0.17633,-0.94225
38,3167,rightUpperArm,-0.25875,0.10699,0.77007,0.57323
38,3167,rightLowerArm,-0.65811,-0.31612,0.64836,0.21587
38,3167,rightHand,0.94386,0.28122,-0.10586,-0.13723
38,3167,leftUpperLeg,-0.58518,-0.25385,0.03569,0.76932
38,3167,leftLowerLeg,0.57069,0.05217,-0.16212,0.80331
38,3167,leftFoot,0.4138,0.05114,0.08772,0.90469
38,3167,rightUpperLeg,-0.56942,-0.23977,0.23207,0.75128
38,3167,rightLowerLeg,0.5209,-0.01643,-0.25846,0.81338
38,3167,rightFoot,0.43869,0.05617,-0.01388,0.89677
39,3250,hips,0.01821,0.22939,-0.1006,0.96795
39,3250,spine,-0.0,0.00426,-0.0,0.99999
39,3250,chest,0.0,0.0,0.0,1.0
39,3250,neck,0.0,0.0,0.0,1.0
39,3250,head,0.03306,0.02107,0.15371,0.98734
39,3250,leftUpperArm,0.18527,-0.34202,-0.67042,0.63185
39,3250,leftLowerArm,0.28508,-0.21595,0.06509,0.93159
39,3250,leftHand,-0.10124,0.2664,-0.19957,-0.93752
39,3250,rightUpperArm,-0.2086,0.16634,0.7432,0.61357
39,3250,rightLowerArm,-0.66865,-0.30097,0.67461,0.08494
39,3250,rightHand,0.94728,0.24223,-0.12225,-0.1704
39,3250,leftUpperLeg,-0.56186,-0.24531,0.01464,0.78989
39,3250,leftLowerLeg,0.53879,0.04662,-0.12831,0.8313
39,3250,leftFoot,0.43514,0.05464,0.07556,0.89552
39,3250,rightUpperLeg,-0.55142,-0.2347,0.22991,0.76681
39,3250,rightLowerLeg,0.49887,-0.01096,-0.25357,0.82868
39,3250,rightFoot,0.45541,0.03797,-0.01539,0.88934
40,3333,hips,0.00362,0.21889,-0.09162,0.97143
40,3333,spine,0.0,-0.01195,-0.0,0.99993
40,3333,chest,0.0,-0.0,0.0,1.0
40,3333,neck,0.0,-0.0,0.0,1.0
40,3333,head,0.04729,0.03599,0.13718,0.98876
40,3333,leftUpperArm,0.17242,-0.32348,-0.67497,0.64035
40,3333,leftLowerArm,0.26647,-0.2136,0.03405,0.93926
40,3333,leftHand,-0.13723,0.25702,-0.20959,-0.93337
40,3333,rightUpperArm,-0.17337,0.19951,0.71861,0.64323
40,3333,rightLowerArm,-0.66365,-0.29049,0.68932,-0.00321
40,3333,rightHand,0.94852,0.2117,-0.13458,-0.19333
40,3333,leftUpperLeg,-0.55207,-0.23248,0.00505,0.80072
40,3333,leftLowerLeg,0.53873,0.04409,-0.11635,0.83324
40,3333,leftFoot,0.43408,0.05602,0.07118,0.89631
40,3333,rightUpperLeg,-0.54162,-0.22556,0.22454,0.77804
40,3333,rightLowerLeg,0.49404,-0.00621,-0.25375,0.83157
40,3333,rightFoot,0.45926,0.03204,-0.01156,0.88765
41,3417,hips,-0.00991,0.20983,-0.08303,0.97416
41,3417,spine,-0.0,-0.01544,0.0,0.99988
41,3417,chest,0.0,-0.0,0.0,1.0
41,3417,neck,0.0,-0.0,0.0,1.0
41,3417,head,0.05668,0.05823,0.12547,0.98876
41,3417,leftUpperArm,0.17111,-0.32177,-0.68546,0.63034
41,3417,leftLowerArm,0.24987,-0.19495,0.04354,0.94745
41,3417,leftHand,-0.14648,0.26139,-0.20373,-0.93205
41,3417,rightUpperArm,-0.15291,0.21747,0.71209,0.64981
41,3417,rightLowerArm,-0.65618,-0.25624,0.70879,-0.0373
41,3417,rightHand,0.98098,0.12647,-0.04513,-0.14019
41,3417,leftUpperLeg,-0.54327,-0.22069,-0.00793,0.80999
41,3417,leftLowerLeg,0.54249,0.03689,-0.095,0.83386
41,3417,leftFoot,0.42975,0.05521,0.05948,0.8993
41,3417,rightUpperLeg,-0.53245,-0.21733,0.2203,0.78787
41,3417,rightLowerLeg,0.49268,-0.006,-0.25014,0.83346
41,3417,rightFoot,0.46017,0.0248,-0.01368,0.88738
42,3500,hips,-0.01853,0.20076,-0.07482,0.9766
42,3500,spine,-0.0,-0.01521,0.0,0.99988
42,3500,chest,0.0,0.0,0.0,1.0
42,3500,neck,0.0,0.0,0.0,1.0
42,3500,head,0.0632,0.07154,0.1165,0.98859
42,3500,leftUpperArm,0.1687,-0.31837,-0.69557,0.62158
42,3500,leftLowerArm,0.23967,-0.17845,0.06358,0.95219
42,3500,leftHand,-0.14774,0.27377,-0.18635,-0.93193
42,3500,rightUpperArm,-0.13809,0.23037,0.70482,0.65657
42,3500,rightLowerArm,-0.65086,-0.23501,0.71918,-0.06272
42,3500,rightHand,0.99045,0.0791,-0.01408,-0.112
42,3500,leftUpperLeg,-0.53211,-0.20908,-0.0166,0.82028
42,3500,leftLowerLeg,0.54095,0.03044,-0.07807,0.83687
42,3500,leftFoot,0.4298,0.04653,0.04946,0.90036
42,3500,rightUpperLeg,-0.52428,-0.20783,0.22353,0.79497
42,3500,rightLowerLeg,0.48951,-0.00465,-0.25595,0.83357
42,3500,rightFoot,0.46422,0.01417,-0.01267,0.88552
43,3583,hips,-0.01763,0.19231,-0.06215,0.97921
43,3583,spine,-0.0,-0.01933,-0.0,0.99981
43,3583,chest,0.0,0.0,0.0,1.0
43,3583,neck,0.0,0.0,0.0,1.0
43,3583,head,0.0669,0.07463,0.10311,0.98961
43,3583,leftUpperArm,0.15591,-0.29313,-0.71221,0.61848
43,3583,leftLowerArm,0.25162,-0.18196,0.08417,0.94683
43,3583,leftHand,-0.14784,0.2851,-0.17554,-0.93062
43,3583,rightUpperArm,-0.12404,0.23678,0.69165,0.67094
43,3583,rightLowerArm,-0.64117,-0.23687,0.72259,-0.10323
43,3583,rightHand,0.99147,0.04192,0.02342,-0.12117
43,3583,leftUpperLeg,-0.51146,-0.1959,-0.03884,0.83578
43,3583,leftLowerLeg,0.52002,0.01966,-0.04253,0.85287
43,3583,leftFoot,0.42176,0.02392,0.03337,0.90578
43,3583,rightUpperLeg,-0.50392,-0.19534,0.22276,0.81135
43,3583,rightLowerLeg,0.45463,0.004,-0.26247,0.85112
43,3583,rightFoot,0.47352,-0.00076,-0.00579,0.88076
44,3667,hips,-0.01658,0.18565,-0.05657,0.98085
44,3667,spine,-0.0,-0.02192,0.0,0.99976
44,3667,chest,0.0,-0.0,0.0,1.0
44,3667,neck,0.0,-0.0,0.0,1.0
44,3667,head,0.0666,0.07128,0.09963,0.99023
44,3667,leftUpperArm,0.14719,-0.28083,-0.72,0.61731
44,3667,leftLowerArm,0.25631,-0.18433,0.08816,0.94475
44,3667,leftHand,-0.14067,0.29499,-0.17675,-0.92841
44,3667,rightUpperArm,-0.11568,0.24147,0.68496,0.6776
44,3667,rightLowerArm,-0.634,-0.2378,0.72391,-0.13212
44,3667,rightHand,0.98624,-0.00181,0.04818,-0.15813
44,3667,leftUpperLeg,-0.50015,-0.18773,-0.04989,0.84387
44,3667,leftLowerLeg,0.507,0.0133,-0.0209,0.86159
44,3667,leftFoot,0.41608,0.01274,0.02334,0.90894
44,3667,rightUpperLeg,-0.49636,-0.18699,0.22912,0.81619
44,3667,rightLowerLeg,0.44084,0.0086,-0.27312,0.85498
44,3667,rightFoot,0.47406,-0.00739,-0.00082,0.88046
45,3750,hips,-0.01924,0.17926,-0.051,0.98229
45,3750,spine,0.0,-0.02508,-0.0,0.99969
45,3750,chest,0.0,-0.0,0.0,1.0
45,3750,neck,0.0,-0.0,0.0,1.0
45,3750,head,0.0709,0.07036,0.10177,0.98978
45,3750,leftUpperArm,0.14059,-0.26865,-0.72784,0.61508
45,3750,leftLowerArm,0.25991,-0.18649,0.08843,0.94332
45,3750,leftHand,-0.11763,0.30316,-0.16666,-0.93085
45,3750,rightUpperArm,-0.10511,0.24449,0.68146,0.68175
45,3750,rightLowerArm,-0.62899,-0.23671,0.72681,-0.14173
45,3750,rightHand,0.97769,-0.0182,0.08369,-0.19178
45,3750,leftUpperLeg,-0.49068,-0.17947,-0.06143,0.85044
45,3750,leftLowerLeg,0.50047,0.00872,-0.00251,0.8657
45,3750,leftFoot,0.41503,-0.00316,0.01569,0.90967
45,3750,rightUpperLeg,-0.48721,-0.17996,0.23115,0.82269
45,3750,rightLowerLeg,0.43555,0.01029,-0.27878,0.85585
45,3750,rightFoot,0.46791,-0.01041,0.00284,0.88371
46,3833,hips,-0.02193,0.17442,-0.04619,0.98334
46,3833,spine,-0.0,-0.02561,-0.0,0.99967
46,3833,chest,0.0,0.0,0.0,1.0
46,3833,neck,0.0,0.0,0.0,1.0
46,3833,head,0.0711,0.06475,0.10003,0.99033
46,3833,leftUpperArm,0.13677,-0.25664,-0.7313,0.61695
46,3833,leftLowerArm,0.26014,-0.18993,0.0831,0.94305
46,3833,leftHand,-0.13482,0.3057,-0.16365,-0.92822
46,3833,rightUpperArm,-0.09803,0.25832,0.67579,0.68335
46,3833,rightLowerArm,-0.62805,-0.22164,0.72822,-0.16163
46,3833,rightHand,0.97382,-0.0231,0.10435,-0.20063
46,3833,leftUpperLeg,-0.47604,-0.17318,-0.0713,0.85925
46,3833,leftLowerLeg,0.48926,0.00394,0.01546,0.87199
46,3833,leftFoot,0.41369,-0.01121,0.0077,0.91032
46,3833,rightUpperLeg,-0.47134,-0.17498,0.23308,0.8324
46,3833,rightLowerLeg,0.42277,0.0108,-0.28095,0.86152
46,3833,rightFoot,0.46221,-0.01093,0.00413,0.88669
47,3917,hips,-0.02487,0.16892,-0.04177,0.98443
47,3917,spine,-0.0,-0.0245,0.0,0.9997
47,3917,chest,0.0,0.0,0.0,1.0
47,3917,neck,0.0,0.0,0.0,1.0
47,3917,head,0.0656,0.05687,0.09655,0.99154
47,3917,leftUpperArm,0.1339,-0.24919,-0.73268,0.61899
47,3917,leftLowerArm,0.25616,-0.1907,0.07565,0.94461
47,3917,leftHand,-0.1353,0.3127,-0.16748,-0.92513
47,3917,rightUpperArm,-0.0911,0.27895,0.66541,0.68638
47,3917,rightLowerArm,-0.62973,-0.20434,0.72642,-0.18439
47,3917,rightHand,0.96037,-0.02697,0.15399,-0.23077
47,3917,leftUpperLeg,-0.45975,-0.16646,-0.08177,0.86847
47,3917,leftLowerLeg,0.47189,-0.00041,0.03405,0.881
47,3917,leftFoot,0.40949,-0.01527,0.00055,0.91219
47,3917,rightUpperLeg,-0.44509,-0.17026,0.23178,0.84805
47,3917,rightLowerLeg,0.39599,0.01107,-0.27462,0.87616
47,3917,rightFoot,0.45443,-0.01692,0.00211,0.89062
48,4000,hips,-0.03011,0.16155,-0.03794,0.98567
48,4000,spine,-0.0,-0.02661,0.0,0.99965
48,4000,chest,0.0,0.0,0.0,1.0
48,4000,neck,0.0,0.0,0.0,1.0
48,4000,head,0.06089,0.04689,0.09455,0.99255
48,4000,leftUpperArm,0.12894,-0.24367,-0.73358,0.62117
48,4000,leftLowerArm,0.24294,-0.18486,0.06182,0.95025
48,4000,leftHand,-0.15553,0.31464,-0.16392,-0.92192
48,4000,rightUpperArm,-0.07797,0.31109,0.64464,0.69396
48,4000,rightLowerArm,-0.63516,-0.19077,0.72095,-0.20102
48,4000,rightHand,0.94539,-0.02746,0.21093,-0.24697
48,4000,leftUpperLeg,-0.44978,-0.15786,-0.09048,0.87441
48,4000,leftLowerLeg,0.46863,-0.00393,0.04993,0.88198
48,4000,leftFoot,0.40346,-0.02073,-0.00577,0.91474
48,4000,rightUpperLeg,-0.42845,-0.16414,0.23326,0.85737
48,4000,rightLowerLeg,0.3865,0.00985,-0.2724,0.88109
48,4000,rightFoot,0.45352,-0.02223,0.00027,0.89097
49,4083,hips,-0.03204,0.15853,-0.03629,0.98617
49,4083,spine,0.0,-0.02328,0.0,0.99973
49,4083,chest,0.0,0.0,0.0,1.0
49,4083,neck,0.0,0.0,0.0,1.0
49,4083,head,0.04563,0.04103,0.10211,0.99288
49,4083,leftUpperArm,0.12981,-0.2477,-0.73213,0.62111
49,4083,leftLowerArm,0.22833,-0.17607,0.05234,0.9561
49,4083,leftHand,-0.16657,0.32244,-0.17108,-0.91598
49,4083,rightUpperArm,-0.07252,0.35047,0.60926,0.70761
49,4083,rightLowerArm,-0.64132,-0.18423,0.69808,-0.25972
49,4083,rightHand,0.91782,-0.01156,0.26644,-0.29409
49,4083,leftUpperLeg,-0.44138,-0.15442,-0.09512,0.8788
49,4083,leftLowerLeg,0.46713,-0.0047,0.05748,0.88231
49,4083,leftFoot,0.39876,-0.01762,-0.00739,0.91686
49,4083,rightUpperLeg,-0.42484,-0.16141,0.23315,0.85971
49,4083,rightLowerLeg,0.38399,0.00922,-0.27001,0.88293
49,4083,rightFoot,0.45627,-0.02486,-0.00199,0.88949
50,4167,hips,-0.03405,0.15738,-0.03461,0.98634
50,4167,spine,-0.0,-0.01783,-0.0,0.99984
50,4167,chest,0.0,-0.0,0.0,1.0
50,4167,neck,0.0,-0.0,0.0,1.0
50,4167,head,0.0321,0.03375,0.10782,0.99308
50,4167,leftUpperArm,0.13367,-0.2575,-0.72966,0.61921
50,4167,leftLowerArm,0.21474,-0.16722,0.04588,0.96116
50,4167,leftHand,-0.18559,0.32604,-0.16789,-0.91163
50,4167,rightUpperArm,-0.06943,0.38763,0.57486,0.71725
50,4167,rightLowerArm,-0.64179,-0.15703,0.68516,-0.30661
50,4167,rightHand,0.88213,-0.042,0.34471,-0.31821
50,4167,leftUpperLeg,-0.43528,-0.1526,-0.09783,0.88186
50,4167,leftLowerLeg,0.46816,-0.00444,0.06009,0.88159
50,4167,leftFoot,0.39558,-0.01504,-0.00732,0.91828
50,4167,rightUpperLeg,-0.42326,-0.16024,0.23229,0.86094
50,4167,rightLowerLeg,0.38294,0.00906,-0.26886,0.88373
50,4167,rightFoot,0.46015,-0.02638,-0.00338,0.88744
51,4250,hips,-0.03654,0.15662,-0.03284,0.98644
51,4250,spine,-0.0,-0.01479,-0.0,0.99989
51,4250,chest,0.0,-0.0,0.0,1.0
51,4250,neck,0.0,-0.0,0.0,1.0
51,4250,head,0.0173,0.0245,0.11237,0.99321
51,4250,leftUpperArm,0.1362,-0.26443,-0.72663,0.6193
51,4250,leftLowerArm,0.20048,-0.15936,0.03607,0.96598
51,4250,leftHand,-0.19146,0.33089,-0.16901,-0.90846
51,4250,rightUpperArm,-0.06555,0.41322,0.55063,0.72233
51,4250,rightLowerArm,-0.63989,-0.1262,0.68259,-0.32968
51,4250,rightHand,0.8508,-0.02327,0.40616,-0.33261
51,4250,leftUpperLeg,-0.42934,-0.15094,-0.10239,0.88454
51,4250,leftLowerLeg,0.469,-0.00562,0.0667,0.88066
