frame,timestamp_ms,hand,landmark_id,landmark_name,x,y,z,world_x,world_y,world_z,handedness_score
1,83,left,5,INDEX_FINGER_MCP,0.5365667,0.6170984,-0.0134638585,-0.017006472,-0.009348094,0.0016691387,0.9895513653755188
1,83,left,6,INDEX_FINGER_PIP,0.52232957,0.6281311,-0.020419955,-0.035099354,0.013673864,-0.0018102527,0.9895513653755188
1,83,left,7,INDEX_FINGER_DIP,0.5154569,0.63518846,-0.023836644,-0.04394843,0.030995524,0.013402641,0.9895513653755188
1,83,left,8,INDEX_FINGER_TIP,0.5112859,0.6403436,-0.025620917,-0.046557747,0.0479375,0.03248936,0.9895513653755188
1,83,left,9,MIDDLE_FINGER_MCP,0.5494424,0.61989564,-0.016745768,-0.0031139674,-0.001765273,-0.0021216646,0.9895513653755188
1,83,left,10,MIDDLE_FINGER_PIP,0.5330089,0.63159347,-0.023080392,-0.024744913,0.025717549,-0.00419607,0.9895513653755188
1,83,left,11,MIDDLE_FINGER_DIP,0.52493,0.638554,-0.025283055,-0.033116482,0.04458776,0.013070017,0.9895513653755188
1,83,left,12,MIDDLE_FINGER_TIP,0.5192682,0.64356846,-0.026951957,-0.03947276,0.0601119,0.03513544,0.9895513653755188
1,83,left,13,RING_FINGER_MCP,0.5621505,0.62343055,-0.019412812,0.013098298,0.008123608,-0.003186673,0.9895513653755188
1,83,left,14,RING_FINGER_PIP,0.5449626,0.6342649,-0.024863929,-0.0049922196,0.031084616,-0.0016759485,0.9895513653755188
1,83,left,15,RING_FINGER_DIP,0.5363543,0.6407673,-0.025122859,-0.015294785,0.044341475,0.011884175,0.9895513653755188
1,83,left,16,RING_FINGER_TIP,0.53022856,0.6455492,-0.025255395,-0.02387856,0.058362566,0.0367517,0.9895513653755188
1,83,left,17,PINKY_MCP,0.57427114,0.6277275,-0.021792242,0.030249331,0.017156102,0.00955523,0.9895513653755188
1,83,left,18,PINKY_PIP,0.5593341,0.6356614,-0.02674663,0.012891236,0.030907271,0.0059866607,0.9895513653755188
1,83,left,19,PINKY_DIP,0.54973286,0.640815,-0.027131159,0.0008875169,0.047166698,0.013801485,0.9895513653755188
1,83,left,20,PINKY_TIP,0.5423131,0.64526457,-0.027112091,-0.0071216635,0.061366856,0.031353086,0.9895513653755188
1,83,right,0,WRIST,0.44417956,0.61660147,2.3445143e-07,-0.06259429,-0.012821373,0.064257465,0.966156005859375
1,83,right,1,THUMB_CMC,0.4670506,0.6157799,-0.003738665,-0.025960727,-0.011693108,0.055249423,0.966156005859375
1,83,right,2,THUMB_MCP,0.49002096,0.61879385,-0.009329737,-0.000845034,-0.00045745907,0.045967802,0.966156005859375
1,83,right,3,THUMB_IP,0.5062176,0.62593454,-0.014483503,0.020273212,0.012257205,0.023665886,0.966156005859375
1,83,right,4,THUMB_TIP,0.5164454,0.63258356,-0.01923619,0.03109876,0.026578233,1.6137958e-05,0.966156005859375
1,83,right,5,INDEX_FINGER_MCP,0.49375376,0.6130096,-0.014884297,0.015490062,-0.011844312,0.0088905245,0.966156005859375
1,83,right,6,INDEX_FINGER_PIP,0.5175453,0.6261803,-0.024482863,0.03387099,0.011748489,0.007280037,0.966156005859375
1,83,right,7,INDEX_FINGER_DIP,0.52788514,0.63499916,-0.029488903,0.047319595,0.030657224,0.017298914,0.966156005859375
1,83,right,8,INDEX_FINGER_TIP,0.53506494,0.6416882,-0.031366456,0.057465445,0.043043688,0.031386063,0.966156005859375
1,83,right,9,MIDDLE_FINGER_MCP,0.48409286,0.61662734,-0.016938092,0.0027305507,-0.0038114043,-0.00040540844,0.966156005859375
1,83,right,10,MIDDLE_FINGER_PIP,0.511182,0.6308928,-0.02461655,0.03020253,0.021110518,-0.00084701926,0.966156005859375
1,83,right,11,MIDDLE_FINGER_DIP,0.52350235,0.6390439,-0.02667813,0.045939524,0.035479806,0.009023666,0.966156005859375
1,83,right,12,MIDDLE_FINGER_TIP,0.53231215,0.64465404,-0.027410863,0.06218822,0.04650578,0.02746217,0.966156005859375
1,83,right,13,RING_FINGER_MCP,0.474908,0.6220625,-0.018870076,-0.009088941,0.008061399,-0.006555736,0.966156005859375
1,83,right,14,RING_FINGER_PIP,0.50023127,0.6348,-0.02367144,0.016084598,0.024669293,-0.0033103377,0.966156005859375
1,83,right,15,RING_FINGER_DIP,0.51215965,0.64133245,-0.02148268,0.030158482,0.03949411,0.01070473,0.966156005859375
1,83,right,16,RING_FINGER_TIP,0.5204412,0.6452482,-0.019369716,0.042905834,0.04997997,0.026892684,0.966156005859375
1,83,right,17,PINKY_MCP,0.46723732,0.62798417,-0.021257319,-0.023268167,0.013106706,-0.0029088445,0.966156005859375
1,83,right,18,PINKY_PIP,0.4893382,0.6367957,-0.022667453,-0.001968308,0.02596772,0.0001412481,0.966156005859375
1,83,right,19,PINKY_DIP,0.4996109,0.64129716,-0.019262865,0.014419888,0.037405916,0.008748516,0.966156005859375
1,83,right,20,PINKY_TIP,0.5066256,0.6441819,-0.016298836,0.024629682,0.043528922,0.018696994,0.966156005859375
2,167,left,0,WRIST,0.57221323,0.6117598,6.5462736e-08,0.043210104,-0.023769414,0.08211048,0.9901782274246216
2,167,left,1,THUMB_CMC,0.553654,0.6138576,-0.00019798064,0.011689274,-0.021070845,0.06783834,0.9901782274246216
2,167,left,2,THUMB_MCP,0.5359132,0.6190853,-0.0029930025,-0.014165532,-0.00789527,0.04762172,0.9901782274246216
2,167,left,3,THUMB_IP,0.5246701,0.62565076,-0.005811393,-0.027072478,0.009745253,0.018488578,0.9901782274246216
2,167,left,4,THUMB_TIP,0.5187845,0.63149047,-0.009562459,-0.039203927,0.027804146,-0.002761811,0.9901782274246216
2,167,left,5,INDEX_FINGER_MCP,0.5373136,0.6168377,-0.012160552,-0.01814384,-0.010525967,0.002836898,0.9901782274246216
2,167,left,6,INDEX_FINGER_PIP,0.5236276,0.62704617,-0.01889975,-0.036037665,0.012265377,-0.0024211705,0.9901782274246216
2,167,left,7,INDEX_FINGER_DIP,0.51693565,0.63404214,-0.022342736,-0.04375096,0.031190539,0.013590574,0.9901782274246216
2,167,left,8,INDEX_FINGER_TIP,0.5133246,0.6392215,-0.024137944,-0.046031024,0.049340166,0.03306322,0.9901782274246216
2,167,left,9,MIDDLE_FINGER_MCP,0.54877573,0.6199921,-0.015579504,-0.002707311,-0.0020882827,-0.001928471,0.9901782274246216
2,167,left,10,MIDDLE_FINGER_PIP,0.53360045,0.63077074,-0.021550262,-0.02539163,0.026389714,-0.0038476065,0.9901782274246216
2,167,left,11,MIDDLE_FINGER_DIP,0.5262063,0.6377414,-0.023901073,-0.032940328,0.046133265,0.013900712,0.9901782274246216
2,167,left,12,MIDDLE_FINGER_TIP,0.5211105,0.64296764,-0.025688834,-0.03979849,0.0626989,0.036886662,0.9901782274246216
2,167,left,13,RING_FINGER_MCP,0.56091475,0.62373126,-0.018414797,0.012848661,0.009455356,-0.003816925,0.9901782274246216
2,167,left,14,RING_FINGER_PIP,0.5450053,0.63373494,-0.023590932,-0.0053509604,0.031065304,-0.00056894124,0.9901782274246216
2,167,left,15,RING_FINGER_DIP,0.5371721,0.63996315,-0.02403598,-0.01532547,0.046666045,0.014192127,0.9901782274246216
2,167,left,16,RING_FINGER_TIP,0.5317687,0.64459264,-0.024336863,-0.023498971,0.060024597,0.039610855,0.9901782274246216
2,167,left,17,PINKY_MCP,0.5731876,0.6281445,-0.020920599,0.030822687,0.01886642,0.008506976,0.9901782274246216
2,167,left,18,PINKY_PIP,0.55920696,0.6355136,-0.025663767,0.014419519,0.033038124,0.0060344487,0.9901782274246216
2,167,left,19,PINKY_DIP,0.5506125,0.64037156,-0.026039861,0.002273595,0.05023416,0.015297316,0.9901782274246216
2,167,left,20,PINKY_TIP,0.5441041,0.64465773,-0.025992453,-0.004415475,0.06252111,0.030614674,0.9901782274246216
2,167,right,0,WRIST,0.4448174,0.61690074,2.6390174e-07,-0.06761518,-0.007826975,0.06780788,0.9600626826286316
2,167,right,1,THUMB_CMC,0.46681303,0.6161819,-0.003915049,-0.03166761,-0.0063206838,0.057685345,0.9600626826286316
2,167,right,2,THUMB_MCP,0.48831263,0.6192717,-0.010529748,-0.004582383,0.0035696516,0.048373505,0.9600626826286316
2,167,right,3,THUMB_IP,0.5046242,0.6261781,-0.01687402,0.02091847,0.014981623,0.024914838,0.9600626826286316
2,167,right,4,THUMB_TIP,0.5151574,0.63253534,-0.023176204,0.034936946,0.026988236,0.0021730363,0.9600626826286316
2,167,right,5,INDEX_FINGER_MCP,0.4943207,0.6126474,-0.015817946,0.015047962,-0.01460468,0.01040335,0.9600626826286316
2,167,right,6,INDEX_FINGER_PIP,0.51585656,0.6254138,-0.026519764,0.035428446,0.011514784,0.010569766,0.9600626826286316
2,167,right,7,INDEX_FINGER_DIP,0.5271631,0.6342636,-0.032824554,0.052008033,0.0301692,0.018949106,0.9600626826286316
2,167,right,8,INDEX_FINGER_TIP,0.53458947,0.6407196,-0.035955455,0.0614485,0.047506455,0.028538205,0.9600626826286316
2,167,right,9,MIDDLE_FINGER_MCP,0.48510277,0.61522543,-0.018704908,0.0038074632,-0.005877253,-0.00042482466,0.9600626826286316
2,167,right,10,MIDDLE_FINGER_PIP,0.5107039,0.6294804,-0.027497385,0.03247339,0.020580163,-0.0008742511,0.9600626826286316
2,167,right,11,MIDDLE_FINGER_DIP,0.52345717,0.6378333,-0.030084474,0.049938347,0.037776235,0.009806365,0.9600626826286316
2,167,right,12,MIDDLE_FINGER_TIP,0.532399,0.64364,-0.031515166,0.06591841,0.051820993,0.025827765,0.9600626826286316
2,167,right,13,RING_FINGER_MCP,0.47614396,0.61987,-0.021736372,-0.00916018,0.008101847,-0.0076506436,0.9600626826286316
2,167,right,14,RING_FINGER_PIP,0.5004975,0.6332342,-0.027790375,0.017130306,0.026251484,-0.004357904,0.9600626826286316
2,167,right,15,RING_FINGER_DIP,0.5136197,0.6395716,-0.02703387,0.034374114,0.043591812,0.0038272925,0.9600626826286316
2,167,right,16,RING_FINGER_TIP,0.5223891,0.6438313,-0.026187863,0.04788828,0.054062497,0.017015114,0.9600626826286316
2,167,right,17,PINKY_MCP,0.46801093,0.62578344,-0.025244268,-0.025898168,0.016953254,-0.0038263015,0.9600626826286316
2,167,right,18,PINKY_PIP,0.4880294,0.6348193,-0.027897615,-0.0051722904,0.030148681,-0.0016103014,0.9600626826286316
2,167,right,19,PINKY_DIP,0.49986804,0.63888377,-0.026272336,0.013157668,0.039691236,0.0051331967,0.9600626826286316
2,167,right,20,PINKY_TIP,0.5085321,0.6418181,-0.024890354,0.025648862,0.049324453,0.009412438,0.9600626826286316
3,250,left,0,WRIST,0.57211775,0.61185664,6.6311244e-08,0.044057198,-0.022837967,0.08451326,0.9870795011520386
3,250,left,1,THUMB_CMC,0.55387723,0.6138217,-0.0004020397,0.01126178,-0.020514075,0.06907497,0.9870795011520386
3,250,left,2,THUMB_MCP,0.5361498,0.61899906,-0.0030712762,-0.013212033,-0.008470399,0.049619466,0.9870795011520386
3,250,left,3,THUMB_IP,0.5246037,0.625394,-0.005751356,-0.026155852,0.0099826595,0.019101739,0.9870795011520386
3,250,left,4,THUMB_TIP,0.5176223,0.6308664,-0.0093652485,-0.04141571,0.02612872,-0.0013252944,0.9870795011520386
3,250,left,5,INDEX_FINGER_MCP,0.5377162,0.61681855,-0.012220793,-0.01799139,-0.01079296,0.0026578605,0.9870795011520386
3,250,left,6,INDEX_FINGER_PIP,0.52451265,0.6267211,-0.01908147,-0.036581248,0.011350477,-0.0034816563,0.9870795011520386
3,250,left,7,INDEX_FINGER_DIP,0.5176988,0.6338254,-0.022682939,-0.04402078,0.031838875,0.011872426,0.9870795011520386
3,250,left,8,INDEX_FINGER_TIP,0.5138054,0.63923043,-0.02469667,-0.045008652,0.048871245,0.03203549,0.9870795011520386
3,250,left,9,MIDDLE_FINGER_MCP,0.5486944,0.6198899,-0.015649542,-0.0030393745,-0.0016039244,-0.0023110434,0.9870795011520386
3,250,left,10,MIDDLE_FINGER_PIP,0.5342221,0.63025945,-0.021906722,-0.025495239,0.025802225,-0.0039876625,0.9870795011520386
3,250,left,11,MIDDLE_FINGER_DIP,0.52640355,0.6376592,-0.024773883,-0.033050667,0.04735121,0.01122275,0.9870795011520386
3,250,left,12,MIDDLE_FINGER_TIP,0.5208392,0.6434099,-0.02700426,-0.040236965,0.065533854,0.03523989,0.9870795011520386
3,250,left,13,RING_FINGER_MCP,0.56064034,0.623583,-0.018510725,0.012596969,0.009494871,-0.0038591176,0.9870795011520386
3,250,left,14,RING_FINGER_PIP,0.5454341,0.6334037,-0.024141597,-0.0052316803,0.032209203,-0.0010137483,0.9870795011520386
3,250,left,15,RING_FINGER_DIP,0.5372974,0.63993376,-0.025285054,-0.015484193,0.046879068,0.012859017,0.9870795011520386
3,250,left,16,RING_FINGER_TIP,0.5315022,0.64488554,-0.026041985,-0.023562666,0.062241536,0.038442798,0.9870795011520386
3,250,left,17,PINKY_MCP,0.5730107,0.6279703,-0.021031817,0.030351918,0.018889569,0.008598149,0.9870795011520386
3,250,left,18,PINKY_PIP,0.55959123,0.63511336,-0.026506713,0.014742393,0.032887097,0.006728977,0.9870795011520386
3,250,left,19,PINKY_DIP,0.5506823,0.64024657,-0.027718358,0.0020644572,0.05098509,0.01542373,0.9870795011520386
3,250,left,20,PINKY_TIP,0.5435598,0.6447879,-0.028222606,-0.0059083775,0.06360075,0.030170888,0.9870795011520386
3,250,right,0,WRIST,0.44715264,0.6177225,2.6753358e-07,-0.064531796,-0.0013492308,0.069013774,0.9787126779556274
3,250,right,1,THUMB_CMC,0.4688842,0.617458,-0.003109649,-0.029132502,-0.00071636576,0.05853103,0.9787126779556274
3,250,right,2,THUMB_MCP,0.49071327,0.6203168,-0.009499076,-0.002351464,0.007498433,0.048805013,0.9787126779556274
3,250,right,3,THUMB_IP,0.50658846,0.6264843,-0.015796734,0.022112397,0.017006185,0.025069669,0.9787126779556274
3,250,right,4,THUMB_TIP,0.5164849,0.6319992,-0.022230566,0.034758806,0.0272519,0.0015784949,0.9787126779556274
3,250,right,5,INDEX_FINGER_MCP,0.4964185,0.6122694,-0.015979197,0.014430283,-0.013425266,0.010687359,0.9787126779556274
3,250,right,6,INDEX_FINGER_PIP,0.51642334,0.62505484,-0.027364204,0.033839572,0.012777811,0.010312229,0.9787126779556274
3,250,right,7,INDEX_FINGER_DIP,0.5268637,0.6342329,-0.034537416,0.049077522,0.031482533,0.017432086,0.9787126779556274
3,250,right,8,INDEX_FINGER_TIP,0.5336845,0.6409264,-0.03848067,0.057429485,0.048866674,0.024741195,0.9787126779556274
3,250,right,9,MIDDLE_FINGER_MCP,0.48689562,0.61428106,-0.019803004,0.0033046997,-0.0057165227,0.0010810196,0.9787126779556274
3,250,right,10,MIDDLE_FINGER_PIP,0.51160985,0.62846106,-0.029465772,0.03153519,0.018763484,-0.0018846616,0.9787126779556274
3,250,right,11,MIDDLE_FINGER_DIP,0.5239858,0.63736594,-0.03301423,0.04798198,0.03626027,0.007617414,0.9787126779556274
3,250,right,12,MIDDLE_FINGER_TIP,0.5324116,0.6435517,-0.0352325,0.06365462,0.052497342,0.023852035,0.9787126779556274
3,250,right,13,RING_FINGER_MCP,0.47697753,0.6184286,-0.02367268,-0.009069349,0.007831545,-0.007928766,0.9787126779556274
3,250,right,14,RING_FINGER_PIP,0.5009799,0.63193417,-0.030851943,0.016061042,0.025160186,-0.0059266686,0.9787126779556274
3,250,right,15,RING_FINGER_DIP,0.51360154,0.6392223,-0.030958546,0.032575443,0.044717,0.0013642162,0.9787126779556274
3,250,right,16,RING_FINGER_TIP,0.5223769,0.6443105,-0.03075528,0.04614496,0.057949454,0.01487425,0.9787126779556274
3,250,right,17,PINKY_MCP,0.46735436,0.62413424,-0.0278664,-0.027145967,0.015324971,-0.0060140193,0.9787126779556274
3,250,right,18,PINKY_PIP,0.48619804,0.63347703,-0.03140415,-0.0069856723,0.029205663,-0.0045146868,0.9787126779556274
3,250,right,19,PINKY_DIP,0.4969975,0.6376686,-0.030262817,0.009196769,0.0388623,0.0005455911,0.9787126779556274
3,250,right,20,PINKY_TIP,0.5050748,0.6406206,-0.029365433,0.02111483,0.046902604,0.0071662664,0.9787126779556274
4,333,left,0,WRIST,0.57186943,0.6118814,7.2942186e-08,0.045078814,-0.021548396,0.08786154,0.9925682544708252
4,333,left,1,THUMB_CMC,0.5537954,0.6133629,-0.0010716801,0.009567969,-0.019690357,0.06917834,0.9925682544708252
4,333,left,2,THUMB_MCP,0.5357287,0.6186603,-0.0045470465,-0.012222091,-0.00942217,0.05033437,0.9925682544708252
4,333,left,3,THUMB_IP,0.5242281,0.6254239,-0.0076900073,-0.023636311,0.009610907,0.018405944,0.9925682544708252
4,333,left,4,THUMB_TIP,0.5180741,0.6311658,-0.011887202,-0.038188763,0.025554517,-0.0033189207,0.9925682544708252
4,333,left,5,INDEX_FINGER_MCP,0.53733784,0.61609274,-0.015030955,-0.017167652,-0.011559845,0.0017306358,0.9925682544708252
4,333,left,6,INDEX_FINGER_PIP,0.5238908,0.6264952,-0.0221824,-0.035810042,0.012125997,-0.005680695,0.9925682544708252
4,333,left,7,INDEX_FINGER_DIP,0.51700115,0.6338613,-0.025713338,-0.043188825,0.030955834,0.009815797,0.9925682544708252
4,333,left,8,INDEX_FINGER_TIP,0.51322263,0.63945806,-0.027608508,-0.0418785,0.046533152,0.033059247,0.9925682544708252
4,333,left,9,MIDDLE_FINGER_MCP,0.5489407,0.61917305,-0.018128844,-0.0029377106,-0.0014081486,-0.0026026666,0.9925682544708252
4,333,left,10,MIDDLE_FINGER_PIP,0.5341282,0.63026553,-0.024621082,-0.024556546,0.025446484,-0.004110329,0.9925682544708252
4,333,left,11,MIDDLE_FINGER_DIP,0.52635145,0.6379607,-0.027152028,-0.030989915,0.04718159,0.010602422,0.9925682544708252
4,333,left,12,MIDDLE_FINGER_TIP,0.52121276,0.6437283,-0.029089274,-0.03631617,0.06394004,0.03708637,0.9925682544708252
4,333,left,13,RING_FINGER_MCP,0.5611475,0.62302655,-0.020517187,0.012228388,0.00943172,-0.0031311363,0.9925682544708252
4,333,left,14,RING_FINGER_PIP,0.54529685,0.6335343,-0.02614528,-0.0039596083,0.032955434,-0.0001071319,0.9925682544708252
4,333,left,15,RING_FINGER_DIP,0.5370131,0.6403284,-0.026890434,-0.0148427375,0.047176536,0.014938835,0.9925682544708252
4,333,left,16,RING_FINGER_TIP,0.531412,0.64527756,-0.02735049,-0.022221046,0.061982106,0.042099208,0.9925682544708252
4,333,left,17,PINKY_MCP,0.5733395,0.62759346,-0.022531701,0.029070651,0.019024782,0.009754416,0.9925682544708252
4,333,left,18,PINKY_PIP,0.5594618,0.6352179,-0.02791899,0.013971547,0.03127833,0.0072021335,0.9925682544708252
4,333,left,19,PINKY_DIP,0.55012125,0.6403741,-0.028786875,0.0013945121,0.04972998,0.01850073,0.9925682544708252
4,333,left,20,PINKY_TIP,0.5426585,0.64476,-0.02900839,-0.008047152,0.06144807,0.03286946,0.9925682544708252
4,333,right,0,WRIST,0.44913495,0.61732405,2.7684106e-07,-0.061714843,-0.00076399,0.07226649,0.9692660570144653
4,333,right,1,THUMB_CMC,0.46947128,0.61645085,-0.005127129,-0.025659258,-0.0016183241,0.05858445,0.9692660570144653
4,333,right,2,THUMB_MCP,0.49133947,0.61930364,-0.0123614445,-0.0005758639,0.0066195517,0.049042374,0.9692660570144653
4,333,right,3,THUMB_IP,0.507273,0.6258294,-0.018984362,0.023723919,0.015436022,0.023248538,0.9692660570144653
4,333,right,4,THUMB_TIP,0.51700383,0.6311296,-0.025659394,0.035450663,0.023453493,-0.00033192337,0.9692660570144653
4,333,right,5,INDEX_FINGER_MCP,0.49597824,0.6124098,-0.019388247,0.013626956,-0.013723889,0.009773232,0.9692660570144653
4,333,right,6,INDEX_FINGER_PIP,0.5167746,0.62506783,-0.031279214,0.03370004,0.010105615,0.009492621,0.9692660570144653
4,333,right,7,INDEX_FINGER_DIP,0.5273787,0.63444847,-0.03841377,0.050255496,0.03015833,0.01750651,0.9692660570144653
4,333,right,8,INDEX_FINGER_TIP,0.5345306,0.64140797,-0.042221174,0.057611935,0.047829255,0.027057216,0.9692660570144653
4,333,right,9,MIDDLE_FINGER_MCP,0.48566878,0.6147465,-0.022051793,0.0027039254,-0.0059183165,0.0014544018,0.9692660570144653
4,333,right,10,MIDDLE_FINGER_PIP,0.51046866,0.6292147,-0.03239426,0.031455703,0.016825829,-0.0022077858,0.9692660570144653
4,333,right,11,MIDDLE_FINGER_DIP,0.5231546,0.6380367,-0.035535343,0.04657443,0.03554087,0.0065926462,0.9692660570144653
4,333,right,12,MIDDLE_FINGER_TIP,0.5319817,0.64445055,-0.037431,0.06273846,0.052853618,0.02545306,0.9692660570144653
4,333,right,13,RING_FINGER_MCP,0.4758784,0.61901885,-0.024845827,-0.008169704,0.009257881,-0.007219471,0.9692660570144653
4,333,right,14,RING_FINGER_PIP,0.49976534,0.6329683,-0.032411966,0.015333412,0.025660042,-0.004494138,0.9692660570144653
4,333,right,15,RING_FINGER_DIP,0.513219,0.6398206,-0.032304965,0.032141957,0.043425065,0.0031357557,0.9692660570144653
4,333,right,16,RING_FINGER_TIP,0.52235913,0.6448004,-0.03180593,0.04566665,0.05538231,0.01510657,0.9692660570144653
